distribution=std,"quantiles=[.005, .1, .25, .5, .75, .975]",,"w=[1/3,1/3,1/3]","money=[4000.00,4000.00,4000.00]",,,,ºı»•≥ı÷µ12000,,,,
datetime,freq=1 back=6,freq=2 back=3,freq=3 back=2,freq=6 back=1,,,,datetime,freq=1 back=6,freq=2 back=3,freq=3 back=2,freq=6 back=1
2016/12/9,19799.54638,25632.39212,22479.48462,27432.71025,,,,2016/12/9,7799.54638,13632.39212,10479.48462,15432.71025
2016/12/12,19560.58961,25107.08913,22265.50138,27032.10989,,,,2016/12/12,7560.58961,13107.08913,10265.50138,15032.10989
2016/12/13,19492.79989,25184.57191,22147.88165,26994.82661,,,,2016/12/13,7492.79989,13184.57191,10147.88165,14994.82661
2016/12/14,19554.81276,25241.00732,22192.21919,27038.23866,,,,2016/12/14,7554.81276,13241.00732,10192.21919,15038.23866
2016/12/15,19189.36218,24966.56981,21705.58836,26575.44737,,,,2016/12/15,7189.36218,12966.56981,9705.58836,14575.44737
2016/12/16,19065.03798,24815.20704,21598.37422,26445.5019,,,,2016/12/16,7065.03798,12815.20704,9598.37422,14445.5019
2016/12/19,18995.78309,24752.92425,21524.0591,26370.80915,,,,2016/12/19,6995.78309,12752.92425,9524.0591,14370.80915
2016/12/20,18818.93683,24527.55594,21330.79985,26136.04518,,,,2016/12/20,6818.93683,12527.55594,9330.79985,14136.04518
2016/12/21,18986.7738,24805.73204,21471.38094,26351.841,,,,2016/12/21,6986.7738,12805.73204,9471.38094,14351.841
2016/12/22,18905.08579,24713.43885,21365.13724,26232.32148,,,,2016/12/22,6905.08579,12713.43885,9365.13724,14232.32148
2016/12/23,18791.11367,24543.88003,21212.38222,26035.93317,,,,2016/12/23,6791.11367,12543.88003,9212.38222,14035.93317
2016/12/26,18853.21759,24627.80393,21283.30795,26124.56692,,,,2016/12/26,6853.21759,12627.80393,9283.30795,14124.56692
2016/12/27,18779.46319,24540.81396,21213.95232,26042.99746,,,,2016/12/27,6779.46319,12540.81396,9213.95232,14042.99746
2016/12/28,18713.96893,24450.0901,21139.42632,25948.46992,,,,2016/12/28,6713.96893,12450.0901,9139.42632,13948.46992
2016/12/29,18694.61281,24419.39649,21132.56237,25934.47648,,,,2016/12/29,6694.61281,12419.39649,9132.56237,13934.47648
2016/12/30,18786.43178,24526.87549,21273.26189,26093.96744,,,,2016/12/30,6786.43178,12526.87549,9273.26189,14093.96744
2017/1/3,18786.43178,24526.87549,21273.26189,26093.96744,,,,2017/1/3,6786.43178,12526.87549,9273.26189,14093.96744
2017/1/4,19102.57495,24814.19872,21528.54038,26444.64718,,,,2017/1/4,7102.57495,12814.19872,9528.54038,14444.64718
2017/1/5,19120.33826,24845.045,21640.45195,26537.89951,,,,2017/1/5,7120.33826,12845.045,9640.45195,14537.89951
2017/1/6,19053.67437,24739.12214,21575.40764,26451.12866,,,,2017/1/6,7053.67437,12739.12214,9575.40764,14451.12866
2017/1/9,19279.11471,25007.27403,22030.0604,26908.91988,,,,2017/1/9,7279.11471,13007.27403,10030.0604,14908.91988
2017/1/10,19184.22919,24887.85589,21815.86591,26698.71434,,,,2017/1/10,7184.22919,12887.85589,9815.86591,14698.71434
2017/1/11,19052.82329,24760.71672,21760.86075,26589.93152,,,,2017/1/11,7052.82329,12760.71672,9760.86075,14589.93152
2017/1/12,18906.65103,24606.27607,21541.50632,26350.77802,,,,2017/1/12,6906.65103,12606.27607,9541.50632,14350.77802
2017/1/13,18754.00833,24513.13899,21344.76681,26131.74066,,,,2017/1/13,6754.00833,12513.13899,9344.76681,14131.74066
2017/1/16,18518.87884,24382.67544,21027.47912,25785.12609,,,,2017/1/16,6518.87884,12382.67544,9027.47912,13785.12609
2017/1/17,18733.54715,24555.88292,21294.92049,26090.56885,,,,2017/1/17,6733.54715,12555.88292,9294.92049,14090.56885
2017/1/18,18826.85649,24665.47508,21312.62102,26153.97015,,,,2017/1/18,6826.85649,12665.47508,9312.62102,14153.97015
2017/1/19,18734.12627,24573.44826,21183.81031,26010.49179,,,,2017/1/19,6734.12627,12573.44826,9183.81031,14010.49179
2017/1/20,18890.48042,24757.37527,21399.46304,26254.15737,,,,2017/1/20,6890.48042,12757.37527,9399.46304,14254.15737
2017/1/23,19025.9755,24891.10125,21657.36423,26515.20928,,,,2017/1/23,7025.9755,12891.10125,9657.36423,14515.20928
2017/1/24,19012.63022,24934.65409,21600.73749,26472.11058,,,,2017/1/24,7012.63022,12934.65409,9600.73749,14472.11058
2017/1/25,19035.84914,24959.11064,21648.87732,26519.91391,,,,2017/1/25,7035.84914,12959.11064,9648.87732,14519.91391
2017/1/26,19072.74512,25050.1191,21752.81523,26621.36906,,,,2017/1/26,7072.74512,13050.1191,9752.81523,14621.36906
2017/2/3,19072.74512,24959.98535,21782.248,26624.10922,,,,2017/2/3,7072.74512,12959.98535,9782.248,14624.10922
2017/2/6,19103.0141,25033.70817,21885.71721,26743.39822,,,,2017/2/6,7103.0141,13033.70817,9885.71721,14743.39822
2017/2/7,19035.16781,24936.44355,21732.73992,26587.74504,,,,2017/2/7,7035.16781,12936.44355,9732.73992,14587.74504
2017/2/8,19164.11521,25150.44508,22067.1865,26938.5323,,,,2017/2/8,7164.11521,13150.44508,10067.1865,14938.5323
2017/2/9,19229.0585,25266.54204,22167.75947,27073.35233,,,,2017/2/9,7229.0585,13266.54204,10167.75947,15073.35233
2017/2/10,19262.83549,25269.42802,22086.28537,27000.98579,,,,2017/2/10,7262.83549,13269.42802,10086.28537,15000.98579
2017/2/13,19424.50726,25519.82629,22243.39747,27238.47331,,,,2017/2/13,7424.50726,13519.82629,10243.39747,15238.47331
2017/2/14,19355.97075,25441.73919,22164.45708,27151.74513,,,,2017/2/14,7355.97075,13441.73919,10164.45708,15151.74513
2017/2/15,19404.96554,25388.1605,21988.16414,26958.26075,,,,2017/2/15,7404.96554,13388.1605,9988.16414,14958.26075
2017/2/16,19457.78865,25457.05568,22083.40404,27056.81106,,,,2017/2/16,7457.78865,13457.05568,10083.40404,15056.81106
2017/2/17,19384.57936,25443.68896,22171.0547,27144.19405,,,,2017/2/17,7384.57936,13443.68896,10171.0547,15144.19405
2017/2/20,19695.90075,25867.32654,22428.75722,27521.87216,,,,2017/2/20,7695.90075,13867.32654,10428.75722,15521.87216
2017/2/21,19705.00401,25878.28919,22462.94861,27550.84842,,,,2017/2/21,7705.00401,13878.28919,10462.94861,15550.84842
2017/2/22,19700.72177,25922.27803,22438.46444,27571.10211,,,,2017/2/22,7700.72177,13922.27803,10438.46444,15571.10211
2017/2/23,19624.53382,25785.34106,22259.15671,27368.42463,,,,2017/2/23,7624.53382,13785.34106,10259.15671,15368.42463
2017/2/24,19650.71837,25843.58872,22407.21359,27509.05947,,,,2017/2/24,7650.71837,13843.58872,10407.21359,15509.05947
2017/2/27,19491.22626,25583.66521,22141.08256,27184.70977,,,,2017/2/27,7491.22626,13583.66521,10141.08256,15184.70977
2017/2/28,19532.74456,25632.84688,22213.5057,27256.39157,,,,2017/2/28,7532.74456,13632.84688,10213.5057,15256.39157
2017/3/1,19532.74456,25632.84688,22382.0284,27442.18044,,,,2017/3/1,7532.74456,13632.84688,10382.0284,15442.18044
2017/3/2,19450.20375,25502.07093,22243.80202,27290.23919,,,,2017/3/2,7450.20375,13502.07093,10243.80202,15290.23919
2017/3/3,19501.01458,25553.09492,22319.2152,27367.00031,,,,2017/3/3,7501.01458,13553.09492,10319.2152,15367.00031
2017/3/6,19678.83133,25774.01655,22564.7936,27639.10982,,,,2017/3/6,7678.83133,13774.01655,10564.7936,15639.10982
2017/3/7,19856.38089,25935.4671,22612.93279,27763.53514,,,,2017/3/7,7856.38089,13935.4671,10612.93279,15763.53514
2017/3/8,19840.73582,25933.46997,22651.5826,27784.39469,,,,2017/3/8,7840.73582,13933.46997,10651.5826,15784.39469
2017/3/9,19695.90643,25724.54099,22430.57828,27538.93683,,,,2017/3/9,7695.90643,13724.54099,10430.57828,15538.93683
2017/3/10,19679.26365,25681.30999,22358.81764,27474.17564,,,,2017/3/10,7679.26365,13681.30999,10358.81764,15474.17564
2017/3/13,19878.90866,25916.25614,22545.29051,27717.90209,,,,2017/3/13,7878.90866,13916.25614,10545.29051,15717.90209
2017/3/14,19817.59253,25858.37726,22508.94251,27661.55529,,,,2017/3/14,7817.59253,13858.37726,10508.94251,15661.55529
2017/3/15,19825.58008,25844.82192,22462.86543,27628.82358,,,,2017/3/15,7825.58008,13844.82192,10462.86543,15628.82358
2017/3/16,19897.48064,25968.9912,22626.98272,27792.81486,,,,2017/3/16,7897.48064,13968.9912,10626.98272,15792.81486
2017/3/17,19750.71018,25730.55127,22365.55365,27510.51774,,,,2017/3/17,7750.71018,13730.55127,10365.55365,15510.51774
2017/3/20,19843.75095,25793.43129,22385.94261,27564.82769,,,,2017/3/20,7843.75095,13793.43129,10385.94261,15564.82769
2017/3/21,20114.13438,26032.3784,22522.71874,27792.4197,,,,2017/3/21,8114.13438,14032.3784,10522.71874,15792.4197
2017/3/22,20055.92394,25886.00209,22351.22677,27618.4911,,,,2017/3/22,8055.92394,13886.00209,10351.22677,15618.4911
2017/3/23,20065.1831,25937.51088,22431.66885,27690.29261,,,,2017/3/23,8065.1831,13937.51088,10431.66885,15690.29261
2017/3/24,20079.99114,25984.11983,22497.86616,27752.33936,,,,2017/3/24,8079.99114,13984.11983,10497.86616,15752.33936
2017/3/27,19976.33825,25939.96717,22522.10168,27731.16121,,,,2017/3/27,7976.33825,13939.96717,10522.10168,15731.16121
2017/3/28,19916.09391,25854.52373,22436.23868,27633.46517,,,,2017/3/28,7916.09391,13854.52373,10436.23868,15633.46517
2017/3/29,19892.37457,25812.82392,22393.58594,27586.44898,,,,2017/3/29,7892.37457,13812.82392,10393.58594,15586.44898
2017/3/30,19648.57675,25499.10253,22031.94765,27193.53596,,,,2017/3/30,7648.57675,13499.10253,10031.94765,15193.53596
2017/3/31,19859.02059,25817.70371,22396.36557,27583.27578,,,,2017/3/31,7859.02059,13817.70371,10396.36557,15583.27578
2017/4/5,19859.02059,26070.5264,22396.36557,27871.3725,,,,2017/4/5,7859.02059,14070.5264,10396.36557,15871.3725
2017/4/6,19806.80316,26029.21083,22349.31643,27830.86837,,,,2017/4/6,7806.80316,14029.21083,10349.31643,15830.86837
2017/4/7,19840.59928,26085.01077,22338.00631,27933.11358,,,,2017/4/7,7840.59928,14085.01077,10338.00631,15933.11358
2017/4/10,19742.23075,25934.49445,22157.89811,27814.51196,,,,2017/4/10,7742.23075,13934.49445,10157.89811,15814.51196
2017/4/11,19937.38853,26353.49272,22262.04174,28425.28584,,,,2017/4/11,7937.38853,14353.49272,10262.04174,16425.28584
2017/4/12,19861.77327,26284.07608,22248.73635,28310.56816,,,,2017/4/12,7861.77327,14284.07608,10248.73635,16310.56816
2017/4/13,19782.91793,26268.10665,22258.05289,28259.85646,,,,2017/4/13,7782.91793,14268.10665,10258.05289,16259.85646
2017/4/14,19630.67054,26045.75842,22062.00463,28030.12367,,,,2017/4/14,7630.67054,14045.75842,10062.00463,16030.12367
2017/4/17,19477.55684,25748.12415,21958.77849,27614.80569,,,,2017/4/17,7477.55684,13748.12415,9958.77849,15614.80569
2017/4/18,19331.97905,25746.39045,21937.69613,27592.58009,,,,2017/4/18,7331.97905,13746.39045,9937.69613,15592.58009
2017/4/19,19132.80483,25486.55653,21773.29855,27270.10378,,,,2017/4/19,7132.80483,13486.55653,9773.29855,15270.10378
2017/4/20,19144.27886,25702.67194,21936.80857,27480.53617,,,,2017/4/20,7144.27886,13702.67194,9936.80857,15480.53617
2017/4/21,19166.50444,25488.71025,21857.0269,27218.42584,,,,2017/4/21,7166.50444,13488.71025,9857.0269,15218.42584
2017/4/24,18964.50097,25006.70736,21579.39893,26640.40507,,,,2017/4/24,6964.50097,13006.70736,9579.39893,14640.40507
2017/4/25,19156.69109,25442.15507,21874.41205,27131.60179,,,,2017/4/25,7156.69109,13442.15507,9874.41205,15131.60179
2017/4/26,19010.84031,25213.45625,21756.05121,26835.06915,,,,2017/4/26,7010.84031,13213.45625,9756.05121,14835.06915
2017/4/27,19010.51456,25160.13328,21786.94242,26729.99768,,,,2017/4/27,7010.51456,13160.13328,9786.94242,14729.99768
2017/4/28,18977.07555,25010.50419,21612.25351,26624.49009,,,,2017/4/28,6977.07555,13010.50419,9612.25351,14624.49009
2017/5/2,18977.07555,25010.50419,21484.15748,26440.98808,,,,2017/5/2,6977.07555,13010.50419,9484.15748,14440.98808
2017/5/3,19011.77366,24999.90028,21467.77328,26478.76311,,,,2017/5/3,7011.77366,12999.90028,9467.77328,14478.76311
2017/5/4,18834.81551,24769.37493,21336.4194,26164.77348,,,,2017/5/4,6834.81551,12769.37493,9336.4194,14164.77348
2017/5/5,18590.47402,24502.81028,21196.97674,25750.35333,,,,2017/5/5,6590.47402,12502.81028,9196.97674,13750.35333
2017/5/8,18124.80114,24039.75364,20910.7877,25035.43107,,,,2017/5/8,6124.80114,12039.75364,8910.7877,13035.43107
2017/5/9,18183.12993,24120.8515,20939.11609,25160.39532,,,,2017/5/9,6183.12993,12120.8515,8939.11609,13160.39532
2017/5/10,17938.08326,23878.42095,20824.77318,24748.53636,,,,2017/5/10,5938.08326,11878.42095,8824.77318,12748.53636
2017/5/11,18006.7328,24008.51415,20932.58959,24860.89182,,,,2017/5/11,6006.7328,12008.51415,8932.58959,12860.89182
2017/5/12,18011.83165,24210.12161,21148.53504,24886.54117,,,,2017/5/12,6011.83165,12210.12161,9148.53504,12886.54117
2017/5/15,18144.87478,24300.50258,21273.28062,24996.47409,,,,2017/5/15,6144.87478,12300.50258,9273.28062,12996.47409
2017/5/16,18467.01426,24532.68455,21479.9416,25376.37628,,,,2017/5/16,6467.01426,12532.68455,9479.9416,13376.37628
2017/5/17,18401.35231,24435.65267,21340.34967,25339.14307,,,,2017/5/17,6401.35231,12435.65267,9340.34967,13339.14307
2017/5/18,18339.64873,24317.16807,21272.99235,25206.02044,,,,2017/5/18,6339.64873,12317.16807,9272.99235,13206.02044
2017/5/19,18462.70597,24409.44793,21389.51505,25316.95216,,,,2017/5/19,6462.70597,12409.44793,9389.51505,13316.95216
2017/5/22,18332.54165,24290.85685,21336.92106,25102.05789,,,,2017/5/22,6332.54165,12290.85685,9336.92106,13102.05789
2017/5/23,18220.30059,24256.09188,21476.73,24808.06759,,,,2017/5/23,6220.30059,12256.09188,9476.73,12808.06759
2017/5/24,18170.44239,24221.31813,21401.64939,24794.8086,,,,2017/5/24,6170.44239,12221.31813,9401.64939,12794.8086
2017/5/25,18380.3478,24695.78574,21804.09559,25155.81234,,,,2017/5/25,6380.3478,12695.78574,9804.09559,13155.81234
2017/5/26,18384.38879,24668.682,21787.08352,25144.64445,,,,2017/5/26,6384.38879,12668.682,9787.08352,13144.64445
2017/5/31,18336.28864,24656.62553,21757.51006,25113.73531,,,,2017/5/31,6336.28864,12656.62553,9757.51006,13113.73531
2017/6/1,18336.28864,24564.17083,21747.26327,24907.7241,,,,2017/6/1,6336.28864,12564.17083,9747.26327,12907.7241
2017/6/2,18301.29771,24580.14776,21703.07512,25011.94593,,,,2017/6/2,6301.29771,12580.14776,9703.07512,13011.94593
2017/6/5,18129.95381,24437.58101,21537.03652,24972.22104,,,,2017/6/5,6129.95381,12437.58101,9537.03652,12972.22104
2017/6/6,18226.18042,24634.84954,21699.46754,25246.73039,,,,2017/6/6,6226.18042,12634.84954,9699.46754,13246.73039
2017/6/7,18463.5227,24996.2037,22036.27761,25650.19934,,,,2017/6/7,6463.5227,12996.2037,10036.27761,13650.19934
2017/6/8,18548.24387,25148.28746,22223.94125,25821.59874,,,,2017/6/8,6548.24387,13148.28746,10223.94125,13821.59874
2017/6/9,18630.36683,25257.46278,22333.48595,25926.10066,,,,2017/6/9,6630.36683,13257.46278,10333.48595,13926.10066
2017/6/12,18568.22082,25193.37325,22361.29879,25845.49965,,,,2017/6/12,6568.22082,13193.37325,10361.29879,13845.49965
2017/6/13,18571.44542,25247.31387,22388.11058,25959.26965,,,,2017/6/13,6571.44542,13247.31387,10388.11058,13959.26965
2017/6/14,18384.77946,25074.91885,22189.98011,25882.21154,,,,2017/6/14,6384.77946,13074.91885,10189.98011,13882.21154
2017/6/15,18274.04825,24949.93848,22017.4224,25804.88648,,,,2017/6/15,6274.04825,12949.93848,10017.4224,13804.88648
2017/6/16,18264.97679,24946.03959,21967.21561,25828.70973,,,,2017/6/16,6264.97679,12946.03959,9967.21561,13828.70973
2017/6/19,18421.00245,25207.11412,22154.41759,26164.51969,,,,2017/6/19,6421.00245,13207.11412,10154.41759,14164.51969
2017/6/20,18370.83111,25108.33866,22075.22331,26028.88776,,,,2017/6/20,6370.83111,13108.33866,10075.22331,14028.88776
2017/6/21,18483.44457,25298.68279,22296.96736,26239.90489,,,,2017/6/21,6483.44457,13298.68279,10296.96736,14239.90489
2017/6/22,18613.12018,25316.28578,22351.57524,26083.03834,,,,2017/6/22,6613.12018,13316.28578,10351.57524,14083.03834
2017/6/23,18702.51193,25438.35841,22470.50931,26204.66809,,,,2017/6/23,6702.51193,13438.35841,10470.50931,14204.66809
2017/6/26,18812.1084,25671.06408,22692.20084,26521.33857,,,,2017/6/26,6812.1084,13671.06408,10692.20084,14521.33857
2017/6/27,18982.77005,25867.87827,22859.46301,26691.49829,,,,2017/6/27,6982.77005,13867.87827,10859.46301,14691.49829
2017/6/28,18944.17832,25710.23331,22717.26117,26425.15986,,,,2017/6/28,6944.17832,13710.23331,10717.26117,14425.15986
2017/6/29,19031.01588,25837.57266,22825.59925,26567.28242,,,,2017/6/29,7031.01588,13837.57266,10825.59925,14567.28242
2017/6/30,18967.71163,25770.98841,22781.19348,26512.23659,,,,2017/6/30,6967.71163,13770.98841,10781.19348,14512.23659
2017/7/3,18967.71163,25770.98841,22781.19348,26512.23659,,,,2017/7/3,6967.71163,13770.98841,10781.19348,14512.23659
2017/7/4,18782.57786,25580.94275,22606.96336,26232.9746,,,,2017/7/4,6782.57786,13580.94275,10606.96336,14232.9746
2017/7/5,18961.50474,25797.09961,22796.84921,26494.87127,,,,2017/7/5,6961.50474,13797.09961,10796.84921,14494.87127
2017/7/6,18881.90748,25744.4489,22720.2479,26382.68431,,,,2017/7/6,6881.90748,13744.4489,10720.2479,14382.68431
2017/7/7,18717.04317,25566.32619,22571.11939,26127.62858,,,,2017/7/7,6717.04317,13566.32619,10571.11939,14127.62858
2017/7/10,18802.58799,25625.10124,22663.39946,26241.5449,,,,2017/7/10,6802.58799,13625.10124,10663.39946,14241.5449
2017/7/11,18956.99728,25875.65685,22791.00648,26508.29943,,,,2017/7/11,6956.99728,13875.65685,10791.00648,14508.29943
2017/7/12,18864.43707,25858.61439,22678.95304,26404.49035,,,,2017/7/12,6864.43707,13858.61439,10678.95304,14404.49035
2017/7/13,18922.52537,26096.30277,22766.67318,26509.18886,,,,2017/7/13,6922.52537,14096.30277,10766.67318,14509.18886
2017/7/14,19014.85503,26236.0502,22850.5172,26660.96536,,,,2017/7/14,7014.85503,14236.0502,10850.5172,14660.96536
2017/7/17,18675.11776,25985.61183,22311.20808,26328.87404,,,,2017/7/17,6675.11776,13985.61183,10311.20808,14328.87404
2017/7/18,18710.61476,25944.19806,22379.32397,26339.61586,,,,2017/7/18,6710.61476,13944.19806,10379.32397,14339.61586
2017/7/19,18905.04738,26205.99484,22608.98475,26613.6173,,,,2017/7/19,6905.04738,14205.99484,10608.98475,14613.6173
2017/7/20,19085.65358,26337.79938,22816.65885,26846.65703,,,,2017/7/20,7085.65358,14337.79938,10816.65885,14846.65703
2017/7/21,19122.9554,26282.92255,22868.01266,26869.8783,,,,2017/7/21,7122.9554,14282.92255,10868.01266,14869.8783
2017/7/24,19376.95769,26640.0951,23196.92027,27210.54408,,,,2017/7/24,7376.95769,14640.0951,11196.92027,15210.54408
2017/7/25,19305.5281,26569.35806,23090.00241,27131.92341,,,,2017/7/25,7305.5281,14569.35806,11090.00241,15131.92341
2017/7/26,19157.54031,26449.5641,22948.2141,26917.8686,,,,2017/7/26,7157.54031,14449.5641,10948.2141,14917.8686
2017/7/27,19221.2262,26491.6634,23045.97985,26981.40405,,,,2017/7/27,7221.2262,14491.6634,11045.97985,14981.40405
2017/7/28,19470.61704,26682.17672,23278.76021,27343.95547,,,,2017/7/28,7470.61704,14682.17672,11278.76021,15343.95547
2017/7/31,19495.47764,26644.57457,23273.4927,27387.58356,,,,2017/7/31,7495.47764,14644.57457,11273.4927,15387.58356
2017/8/1,19495.47764,26824.43817,23341.74285,27540.6061,,,,2017/8/1,7495.47764,14824.43817,11341.74285,15540.6061
2017/8/2,19493.6119,26845.58677,23251.3856,27539.47238,,,,2017/8/2,7493.6119,14845.58677,11251.3856,15539.47238
2017/8/3,19318.52386,26587.18762,23102.56117,27287.33777,,,,2017/8/3,7318.52386,14587.18762,11102.56117,15287.33777
2017/8/4,19401.27758,26611.92632,23218.50091,27121.63603,,,,2017/8/4,7401.27758,14611.92632,11218.50091,15121.63603
2017/8/7,19536.69815,26826.75089,23512.52639,27524.25998,,,,2017/8/7,7536.69815,14826.75089,11512.52639,15524.25998
2017/8/8,19538.71639,26822.34537,23528.06898,27514.7053,,,,2017/8/8,7538.71639,14822.34537,11528.06898,15514.7053
2017/8/9,19542.57174,26862.80286,23798.16727,27871.4107,,,,2017/8/9,7542.57174,14862.80286,11798.16727,15871.4107
2017/8/10,19570.63873,26894.0237,23880.48389,27929.2941,,,,2017/8/10,7570.63873,14894.0237,11880.48389,15929.2941
2017/8/11,19282.77386,26477.60329,23500.49781,27423.62686,,,,2017/8/11,7282.77386,14477.60329,11500.49781,15423.62686
2017/8/14,19447.2042,26709.4454,23836.7045,27797.37131,,,,2017/8/14,7447.2042,14709.4454,11836.7045,15797.37131
2017/8/15,19577.98516,26895.07249,23912.52618,27929.91972,,,,2017/8/15,7577.98516,14895.07249,11912.52618,15929.91972
2017/8/16,19545.09771,26827.49373,23901.73167,27834.12442,,,,2017/8/16,7545.09771,14827.49373,11901.73167,15834.12442
2017/8/17,19564.09654,26836.72181,23876.97285,27762.6543,,,,2017/8/17,7564.09654,14836.72181,11876.97285,15762.6543
2017/8/18,19510.65073,26779.00613,23789.86834,27719.5931,,,,2017/8/18,7510.65073,14779.00613,11789.86834,15719.5931
2017/8/21,19498.8806,26759.70744,23780.06567,27696.38646,,,,2017/8/21,7498.8806,14759.70744,11780.06567,15696.38646
2017/8/22,19455.592,26714.45167,23632.01121,27598.1923,,,,2017/8/22,7455.592,14714.45167,11632.01121,15598.1923
2017/8/23,19630.85103,26964.79895,23779.78332,27821.80183,,,,2017/8/23,7630.85103,14964.79895,11779.78332,15821.80183
2017/8/24,19527.37038,26820.05247,23593.10974,27612.41036,,,,2017/8/24,7527.37038,14820.05247,11593.10974,15612.41036
2017/8/25,19882.86072,27317.27863,23869.81445,28010.39679,,,,2017/8/25,7882.86072,15317.27863,11869.81445,16010.39679
2017/8/28,19966.49368,27423.34271,23987.41888,28113.86881,,,,2017/8/28,7966.49368,15423.34271,11987.41888,16113.86881
2017/8/29,19943.85942,27418.38275,23920.26484,28133.98845,,,,2017/8/29,7943.85942,15418.38275,11920.26484,16133.98845
2017/8/30,19909.95059,27369.1936,23972.99204,28159.86825,,,,2017/8/30,7909.95059,15369.1936,11972.99204,16159.86825
2017/8/31,19816.2794,27238.84016,23930.98439,28084.44985,,,,2017/8/31,7816.2794,15238.84016,11930.98439,16084.44985
2017/9/1,19816.2794,27238.84016,23959.32514,28096.85494,,,,2017/9/1,7816.2794,15238.84016,11959.32514,16096.85494
2017/9/4,19818.85957,27260.67482,24003.01114,28107.70536,,,,2017/9/4,7818.85957,15260.67482,12003.01114,16107.70536
2017/9/5,19878.6736,27332.28831,24043.42915,28216.02796,,,,2017/9/5,7878.6736,15332.28831,12043.42915,16216.02796
2017/9/6,19790.92774,27227.72264,23981.25275,28070.43444,,,,2017/9/6,7790.92774,15227.72264,11981.25275,16070.43444
2017/9/7,19602.804,26968.09754,23750.57606,27806.34325,,,,2017/9/7,7602.804,14968.09754,11750.57606,15806.34325
2017/9/8,19491.67629,26818.71941,23620.21008,27661.63885,,,,2017/9/8,7491.67629,14818.71941,11620.21008,15661.63885
2017/9/11,19547.44958,26899.35833,23701.14479,27726.80188,,,,2017/9/11,7547.44958,14899.35833,11701.14479,15726.80188
2017/9/12,19699.49156,27087.98872,23835.60286,27948.26707,,,,2017/9/12,7699.49156,15087.98872,11835.60286,15948.26707
2017/9/13,19866.70401,27308.2692,24024.7555,28154.50386,,,,2017/9/13,7866.70401,15308.2692,12024.7555,16154.50386
2017/9/14,19801.66288,27214.59678,23937.84791,28056.63597,,,,2017/9/14,7801.66288,15214.59678,11937.84791,16056.63597
2017/9/15,19862.66219,27309.86442,24046.34024,28116.52511,,,,2017/9/15,7862.66219,15309.86442,12046.34024,16116.52511
2017/9/18,20105.74174,27625.64466,24303.97351,28439.30835,,,,2017/9/18,8105.74174,15625.64466,12303.97351,16439.30835
2017/9/19,20042.02703,27536.68117,24218.74341,28365.3653,,,,2017/9/19,8042.02703,15536.68117,12218.74341,16365.3653
2017/9/20,20162.20847,27704.568,24376.69018,28514.77048,,,,2017/9/20,8162.20847,15704.568,12376.69018,16514.77048
2017/9/21,20153.12813,27679.41831,24327.16244,28531.44263,,,,2017/9/21,8153.12813,15679.41831,12327.16244,16531.44263
2017/9/22,20174.00145,27701.50551,24336.03231,28564.11563,,,,2017/9/22,8174.00145,15701.50551,12336.03231,16564.11563
2017/9/25,20340.03543,27912.71916,24498.19613,28795.64408,,,,2017/9/25,8340.03543,15912.71916,12498.19613,16795.64408
2017/9/26,20312.90924,27888.18166,24502.10626,28734.34756,,,,2017/9/26,8312.90924,15888.18166,12502.10626,16734.34756
2017/9/27,20252.93466,27812.4225,24450.94165,28630.35449,,,,2017/9/27,8252.93466,15812.4225,12450.94165,16630.35449
2017/9/28,20516.27924,28161.59784,24749.16431,28971.49158,,,,2017/9/28,8516.27924,16161.59784,12749.16431,16971.49158
2017/9/29,20622.52285,28302.6743,24867.01578,29118.84611,,,,2017/9/29,8622.52285,16302.6743,12867.01578,17118.84611
2017/10/9,20622.52285,28549.62278,24867.01578,29400.09905,,,,2017/10/9,8622.52285,16549.62278,12867.01578,17400.09905
2017/10/10,20769.92034,28826.06796,25047.51866,29694.56481,,,,2017/10/10,8769.92034,16826.06796,13047.51866,17694.56481
2017/10/11,20882.52278,29228.66257,25187.06888,30128.85366,,,,2017/10/11,8882.52278,17228.66257,13187.06888,18128.85366
2017/10/12,20917.8433,29196.22588,25212.99115,30051.7776,,,,2017/10/12,8917.8433,17196.22588,13212.99115,18051.7776
2017/10/13,20865.44897,29192.59587,25150.17275,30051.86935,,,,2017/10/13,8865.44897,17192.59587,13150.17275,18051.86935
2017/10/16,20911.75914,29057.84379,25219.46009,29936.96052,,,,2017/10/16,8911.75914,17057.84379,13219.46009,17936.96052
2017/10/17,20872.41437,29061.33083,25170.59319,29939.61069,,,,2017/10/17,8872.41437,17061.33083,13170.59319,17939.61069
2017/10/18,21008.07989,29401.69864,25346.83323,30327.17406,,,,2017/10/18,9008.07989,17401.69864,13346.83323,18327.17406
2017/10/19,21022.92433,29686.22775,25381.68712,30672.39642,,,,2017/10/19,9022.92433,17686.22775,13381.68712,18672.39642
2017/10/20,20913.33724,29440.11424,25235.54594,30381.14906,,,,2017/10/20,8913.33724,17440.11424,13235.54594,18381.14906
2017/10/23,20824.78913,29475.39871,25120.02144,30403.17891,,,,2017/10/23,8824.78913,17475.39871,13120.02144,18403.17891
2017/10/24,20840.76355,29477.42722,25155.39966,30443.24943,,,,2017/10/24,8840.76355,17477.42722,13155.39966,18443.24943
