distribution=std,"quantiles=[.005, .1, .25, .5, .75, .975]",,"w=[1/3,1/3,1/3]","money=[4000.00,4000.00,4000.00]",,,,,,,,取相同的时间跨度,,,,,,,减去各自的初值,,,,,
datetime,freq=1 back=2,datetime,freq=1 back=3,datetime,freq=1 back=4,datetime,freq=1 back=5,datetime,freq=1 back=6,,,datetime,freq=1 back=2,freq=1 back=3,freq=1 back=4,freq=1 back=5,freq=1 back=6,,datetime,freq=1 back=2,freq=1 back=3,freq=1 back=4,freq=1 back=5,freq=1 back=6
2017/3/30,12897.13569,2017/5/3,15489.40941,2017/5/25,16260.14359,2017/6/28,18860.74861,2017/7/28,19470.61704,,,2017/7/28,14873.46297,16165.15841,17952.52913,19567.35609,19470.61704,,2017/7/28,4510.83633,5187.34354,7374.44549,9007.69788,7470.61704
2017/3/31,13062.50816,2017/5/4,15325.63567,2017/5/26,16238.08027,2017/6/29,18951.9249,2017/7/31,19495.47764,,,2017/7/31,14823.78358,16125.00779,17950.67085,19551.23996,19495.47764,,2017/7/31,4461.15694,5147.19292,7372.58721,8991.58175,7495.47764
2017/4/5,13062.50816,2017/5/5,15136.04908,2017/5/31,16229.51036,2017/6/30,18907.58619,2017/8/1,19495.47764,,,2017/8/1,14823.78358,16125.00779,17950.67085,19551.23996,19495.47764,,2017/8/1,4461.15694,5147.19292,7372.58721,8991.58175,7495.47764
2017/4/6,13048.51573,2017/5/8,14824.51522,2017/6/1,16229.51036,2017/7/3,18907.58619,2017/8/2,19493.6119,,,2017/8/2,14693.49499,16145.26633,17769.73799,19501.74035,19493.6119,,2017/8/2,4330.86835,5167.45146,7191.65435,8942.08214,7493.6119
2017/4/7,13029.22145,2017/5/9,14888.16412,2017/6/2,16333.55685,2017/7/4,18755.99316,2017/8/3,19318.52386,,,2017/8/3,14651.38585,15984.89664,17738.00939,19358.2333,19318.52386,,2017/8/3,4288.75921,5007.08177,7159.92575,8798.57509,7318.52386
2017/4/10,12893.42497,2017/5/10,14713.93604,2017/6/5,16325.88533,2017/7/5,18920.41226,2017/8/4,19401.27758,,,2017/8/4,14896.75914,16010.99384,18286.10798,19391.51916,19401.27758,,2017/8/4,4534.1325,5033.17897,7708.02434,8831.86095,7401.27758
2017/4/11,12971.58853,2017/5/11,14798.62045,2017/6/6,16504.23254,2017/7/6,18873.92454,2017/8/7,19536.69815,,,2017/8/7,15073.23041,16119.25461,18347.96845,19643.10283,19536.69815,,2017/8/7,4710.60377,5141.43974,7769.88481,9083.44462,7536.69815
2017/4/12,12998.46279,2017/5/12,14923.89982,2017/6/7,16747.63589,2017/7/7,18732.51228,2017/8/8,19538.71639,,,2017/8/8,15100.76934,16116.0291,18395.40439,19649.68326,19538.71639,,2017/8/8,4738.1427,5138.21423,7817.32075,9090.02505,7538.71639
2017/4/13,13067.4259,2017/5/15,14958.91931,2017/6/8,16812.44852,2017/7/10,18782.59638,2017/8/9,19542.57174,,,2017/8/9,15293.07999,16101.65129,18387.36699,19871.15858,19542.57174,,2017/8/9,4930.45335,5123.83642,7809.28335,9311.50037,7542.57174
2017/4/14,12937.06583,2017/5/16,15086.7816,2017/6/9,16870.64419,2017/7/11,18969.80775,2017/8/10,19570.63873,,,2017/8/10,15375.00163,16115.39263,18482.72398,19929.60541,19570.63873,,2017/8/10,5012.37499,5137.57776,7904.64034,9369.9472,7570.63873
2017/4/17,12866.73082,2017/5/17,15043.72535,2017/6/12,16749.59052,2017/7/12,18946.76756,2017/8/11,19282.77386,,,2017/8/11,15160.13023,15872.56456,18300.22992,19601.07034,19282.77386,,2017/8/11,4797.50359,4894.74969,7722.14628,9041.41213,7282.77386
2017/4/18,12968.44288,2017/5/18,14956.75052,2017/6/13,16832.7319,2017/7/13,19103.3128,2017/8/14,19447.2042,,,2017/8/14,15408.52758,15993.54681,18512.04132,19871.24428,19447.2042,,2017/8/14,5045.90094,5015.73194,7933.95768,9311.58607,7447.2042
2017/4/19,12893.4375,2017/5/19,14997.14278,2017/6/14,16806.51603,2017/7/14,19207.89105,2017/8/15,19577.98516,,,2017/8/15,15419.81227,16114.45253,18551.26712,19947.58778,19577.98516,,2017/8/15,5057.18563,5136.63766,7973.18348,9387.92957,7577.98516
2017/4/20,13109.38566,2017/5/22,14911.82431,2017/6/15,16800.83532,2017/7/17,19020.20768,2017/8/16,19545.09771,,,2017/8/16,15463.90545,16073.57379,18654.83108,19919.87676,19545.09771,,2017/8/16,5101.27881,5095.75892,8076.74744,9360.21855,7545.09771
2017/4/21,12943.07809,2017/5/23,14844.60013,2017/6/16,16851.49421,2017/7/18,18995.35437,2017/8/17,19564.09654,,,2017/8/17,15464.27996,16087.63686,18729.35467,19892.60421,19564.09654,,2017/8/17,5101.65332,5109.82199,8151.27103,9332.946,7564.09654
2017/4/24,12689.07568,2017/5/24,14839.58243,2017/6/19,17096.82875,2017/7/19,19188.1539,2017/8/18,19510.65073,,,2017/8/18,15371.92802,16053.48317,18583.46279,19833.18908,19510.65073,,2017/8/18,5009.30138,5075.6683,8005.37915,9273.53087,7510.65073
2017/4/25,12951.12171,2017/5/25,15149.31991,2017/6/20,17006.66088,2017/7/20,19297.16039,2017/8/21,19498.8806,,,2017/8/21,15372.8879,16041.80682,18591.43421,19822.34822,19498.8806,,2017/8/21,5010.26126,5063.99195,8013.35057,9262.69001,7498.8806
2017/4/26,12884.71746,2017/5/26,15128.22539,2017/6/21,17096.99545,2017/7/21,19266.40268,2017/8/22,19455.592,,,2017/8/22,15220.87464,16024.57726,18415.84386,19718.86953,19455.592,,2017/8/22,4858.248,5046.76239,7837.76022,9159.21132,7455.592
2017/4/27,12894.91051,2017/5/31,15130.50473,2017/6/22,16987.32045,2017/7/24,19524.23004,2017/8/23,19630.85103,,,2017/8/23,15277.36594,16181.50627,18489.7973,19855.87109,19630.85103,,2017/8/23,4914.7393,5203.6914,7911.71366,9296.21288,7630.85103
2017/4/28,12710.12186,2017/6/1,15130.50473,2017/6/23,17057.79065,2017/7/25,19472.44889,2017/8/24,19527.37038,,,2017/8/24,15142.8047,16102.75445,18366.48327,19704.7736,19527.37038,,2017/8/24,4780.17806,5124.93958,7788.39963,9145.11539,7527.37038
2017/5/2,12710.12186,2017/6/2,15100.02382,2017/6/26,17239.36354,2017/7/26,19372.01255,2017/8/25,19882.86072,,,2017/8/25,15254.99115,16419.19395,18556.4054,19958.55504,19882.86072,,2017/8/25,4892.36451,5441.37908,7978.32176,9398.89683,7882.86072
2017/5/3,12658.11803,2017/6/5,14978.33453,2017/6/27,17360.32553,2017/7/27,19404.53849,2017/8/28,19966.49368,,,2017/8/28,15352.16811,16482.10154,18691.22627,20048.87518,19966.49368,,2017/8/28,4989.54147,5504.28667,8113.14263,9489.21697,7966.49368
2017/5/4,12571.36796,2017/6/6,15083.44809,2017/6/28,17204.35323,2017/7/28,19567.35609,2017/8/29,19943.85942,,,2017/8/29,15247.64784,16480.24234,18509.23577,20015.23869,19943.85942,,2017/8/29,4885.0212,5502.42747,7931.15213,9455.58048,7943.85942
2017/5/5,12516.78666,2017/6/7,15308.83074,2017/6/29,17298.76479,2017/7/31,19551.23996,2017/8/30,19909.95059,,,2017/8/30,15316.21498,16439.29982,18550.97589,20047.37592,19909.95059,,2017/8/30,4953.58834,5461.48495,7972.89225,9487.71771,7909.95059
2017/5/8,12445.27212,2017/6/8,15425.36879,2017/6/30,17248.92322,2017/8/1,19551.23996,2017/8/31,19816.2794,,,2017/8/31,15315.09185,16352.32682,18517.31282,20003.45283,19816.2794,,2017/8/31,4952.46521,5374.51195,7939.22918,9443.79462,7816.2794
2017/5/9,12472.19073,2017/6/9,15499.64611,2017/7/3,17248.92322,2017/8/2,19501.74035,2017/9/1,19816.2794,,,2017/9/1,15315.09185,16352.32682,18517.31282,20003.45283,19816.2794,,2017/9/1,4952.46521,5374.51195,7939.22918,9443.79462,7816.2794
2017/5/10,12451.09436,2017/6/12,15502.7306,2017/7/4,17087.90008,2017/8/3,19358.2333,2017/9/4,19818.85957,,,2017/9/4,15448.28486,16396.11336,18611.86338,20117.86255,19818.85957,,2017/9/4,5085.65822,5418.29849,8033.77974,9558.20434,7818.85957
2017/5/11,12546.14482,2017/6/13,15517.58146,2017/7/5,17250.41836,2017/8/4,19391.51916,2017/9/5,19878.6736,,,2017/9/5,15570.61755,16423.26246,18722.26018,20188.24298,19878.6736,,2017/9/5,5207.99091,5445.44759,8144.17654,9628.58477,7878.6736
2017/5/12,12817.33933,2017/6/14,15375.81245,2017/7/6,17203.44893,2017/8/7,19643.10283,2017/9/6,19790.92774,,,2017/9/6,15466.79741,16385.4738,18613.93146,20123.45765,19790.92774,,2017/9/6,5104.17077,5407.65893,8035.84782,9563.79944,7790.92774
2017/5/15,12817.63835,2017/6/15,15262.27986,2017/7/7,17049.01178,2017/8/8,19649.68326,2017/9/7,19602.804,,,2017/9/7,15330.74269,16228.0893,18444.81327,19935.46951,19602.804,,2017/9/7,4968.11605,5250.27443,7866.72963,9375.8113,7602.804
2017/5/16,12790.06256,2017/6/16,15233.62778,2017/7/10,17093.41282,2017/8/9,19871.15858,2017/9/8,19491.67629,,,2017/9/8,15332.4633,16144.88504,18402.93464,19875.09756,19491.67629,,2017/9/8,4969.83666,5167.07017,7824.851,9315.43935,7491.67629
2017/5/17,12708.75369,2017/6/19,15363.39049,2017/7/11,17307.73071,2017/8/10,19929.60541,2017/9/11,19547.44958,,,2017/9/11,15318.9921,16198.87393,18414.72908,19913.85488,19547.44958,,2017/9/11,4956.36546,5221.05906,7836.64544,9354.19667,7547.44958
2017/5/18,12634.44939,2017/6/20,15311.52031,2017/7/12,17302.65623,2017/8/11,19601.07034,2017/9/12,19699.49156,,,2017/9/12,15366.81773,16278.93496,18508.39872,19980.41651,19699.49156,,2017/9/12,5004.19109,5301.12009,7930.31508,9420.7583,7699.49156
2017/5/19,12643.16293,2017/6/21,15451.60755,2017/7/13,17456.18899,2017/8/14,19871.24428,2017/9/13,19866.70401,,,2017/9/13,15278.53372,16393.22623,18510.8591,20017.51549,19866.70401,,2017/9/13,4915.90708,5415.41136,7932.77546,9457.85728,7866.70401
2017/5/22,12644.74325,2017/6/22,15505.85784,2017/7/14,17571.27455,2017/8/15,19947.58778,2017/9/14,19801.66288,,,2017/9/14,15175.82101,16329.55135,18413.09826,19915.03188,19801.66288,,2017/9/14,4813.19437,5351.73648,7835.01462,9355.37367,7801.66288
2017/5/23,12786.58081,2017/6/23,15586.53663,2017/7/17,17515.60652,2017/8/16,19919.87676,2017/9/15,19862.66219,,,2017/9/15,15133.98223,16403.71359,18406.42204,19962.38081,19862.66219,,2017/9/15,4771.35559,5425.89872,7828.3384,9402.7226,7862.66219
2017/5/24,12773.60642,2017/6/26,15725.90114,2017/7/18,17463.62506,2017/8/17,19892.60421,2017/9/18,20105.74174,,,2017/9/18,15109.64831,16561.47418,18483.9838,20055.96175,20105.74174,,2017/9/18,4747.02167,5583.65931,7905.90016,9496.30354,8105.74174
2017/5/25,13165.39486,2017/6/27,15847.97077,2017/7/19,17641.69767,2017/8/18,19833.18908,2017/9/19,20042.02703,,,2017/9/19,15143.60293,16506.93779,18483.51981,20028.97965,20042.02703,,2017/9/19,4780.97629,5529.12292,7905.43617,9469.32144,8042.02703
2017/5/26,13129.22878,2017/6/28,15764.71833,2017/7/20,17731.12145,2017/8/21,19822.34822,2017/9/20,20162.20847,,,2017/9/20,15134.54684,16610.68537,18523.39178,20107.12255,20162.20847,,2017/9/20,4771.9202,5632.8705,7945.30814,9547.46434,8162.20847
2017/5/31,13154.60218,2017/6/29,15839.21058,2017/7/21,17683.86302,2017/8/22,19718.86953,2017/9/21,20153.12813,,,2017/9/21,15226.45513,16576.76496,18585.69813,20113.84495,20153.12813,,2017/9/21,4863.82849,5598.95009,8007.61449,9554.18674,8153.12813
2017/6/1,13154.60218,2017/6/30,15803.36775,2017/7/24,17905.21446,2017/8/23,19855.87109,2017/9/22,20174.00145,,,2017/9/22,15226.40034,16579.34444,18594.05178,20109.87748,20174.00145,,2017/9/22,4863.7737,5601.52957,8015.96814,9550.21927,8174.00145
2017/6/2,13147.00854,2017/7/3,15803.36775,2017/7/25,17875.48903,2017/8/24,19704.7736,2017/9/25,20340.03543,,,2017/9/25,15248.09519,16677.80278,18674.42744,20181.05936,20340.03543,,2017/9/25,4885.46855,5699.98791,8096.3438,9621.40115,8340.03543
2017/6/5,13102.82076,2017/7/4,15722.10862,2017/7/26,17771.87845,2017/8/25,19958.55504,2017/9/26,20312.90924,,,2017/9/26,15165.50597,16682.50042,18604.73904,20156.34093,20312.90924,,2017/9/26,4802.87933,5704.68555,8026.6554,9596.68272,8312.90924
2017/6/6,13259.16977,2017/7/5,15834.68346,2017/7/27,17781.38007,2017/8/28,20048.87518,2017/9/27,20252.93466,,,2017/9/27,15048.42746,16646.70745,18498.20197,20078.29388,20252.93466,,2017/9/27,4685.80082,5668.89258,7920.11833,9518.63567,8252.93466
2017/6/7,13517.72634,2017/7/6,15806.12219,2017/7/28,17952.52913,2017/8/29,20015.23869,2017/9/28,20516.27924,,,2017/9/28,15010.46436,16832.92529,18573.65066,20192.2515,20516.27924,,2017/9/28,4647.83772,5855.11042,7995.56702,9632.59329,8516.27924
2017/6/8,13707.64473,2017/7/7,15738.14924,2017/7/31,17950.67085,2017/8/30,20047.37592,2017/9/29,20622.52285,,,2017/9/29,15049.64427,16909.19912,18642.72922,20265.5552,20622.52285,,2017/9/29,4687.01763,5931.38425,8064.64558,9705.89699,8622.52285
2017/6/9,13782.46423,2017/7/10,15780.92718,2017/8/1,17950.67085,2017/8/31,20003.45283,2017/10/9,20622.52285,,,2017/10/9,15049.64427,16909.19912,18642.72922,20265.5552,20622.52285,,2017/10/9,4687.01763,5931.38425,8064.64558,9705.89699,8622.52285
2017/6/12,13879.60842,2017/7/11,15854.68801,2017/8/2,17769.73799,2017/9/1,20003.45283,2017/10/10,20769.92034,,,2017/10/10,15172.02788,17019.34625,18764.88582,20466.13071,20769.92034,,2017/10/10,4809.40124,6041.53138,8186.80218,9906.4725,8769.92034
2017/6/13,13929.20894,2017/7/12,15807.69012,2017/8/3,17738.00939,2017/9/4,20117.86255,2017/10/11,20882.52278,,,2017/10/11,15329.99766,17075.20757,18867.68973,20759.93688,20882.52278,,2017/10/11,4967.37102,6097.3927,8289.60609,10200.27867,8882.52278
2017/6/14,13852.35655,2017/7/13,15922.21844,2017/8/4,18286.10798,2017/9/5,20188.24298,2017/10/12,20917.8433,,,2017/10/12,15399.69236,17116.28228,19005.0013,20715.80387,20917.8433,,2017/10/12,5037.06572,6138.46741,8426.91766,10156.14566,8917.8433
2017/6/15,13725.81086,2017/7/14,15972.11619,2017/8/7,18347.96845,2017/9/6,20123.45765,2017/10/13,20865.44897,,,2017/10/13,15385.72598,17063.14164,18962.67518,20714.63938,20865.44897,,2017/10/13,5023.09934,6085.32677,8384.59154,10154.98117,8865.44897
2017/6/16,13669.49964,2017/7/17,15598.48482,2017/8/8,18395.40439,2017/9/7,19935.46951,2017/10/16,20911.75914,,,2017/10/16,15284.77338,17130.4084,18890.7301,20632.24687,20911.75914,,2017/10/16,4922.14674,6152.59353,8312.64646,10072.58866,8911.75914
2017/6/19,13801.76996,2017/7/18,15631.7075,2017/8/9,18387.36699,2017/9/8,19875.09756,2017/10/17,20872.41437,,,2017/10/17,15284.18801,17089.59557,18871.23505,20633.84321,20872.41437,,2017/10/17,4921.56137,6111.7807,8293.15141,10074.185,8872.41437
2017/6/20,13728.94355,2017/7/19,15788.57843,2017/8/10,18482.72398,2017/9/11,19913.85488,2017/10/18,21008.07989,,,2017/10/18,15383.9592,17178.22249,18923.77348,20892.76522,21008.07989,,2017/10/18,5021.33256,6200.40762,8345.68984,10333.10701,9008.07989
2017/6/21,13940.50437,2017/7/20,15895.88748,2017/8/11,18300.22992,2017/9/12,19980.41651,2017/10/19,21022.92433,,,2017/10/19,15418.18371,17151.29846,18849.73744,21118.78759,21022.92433,,2017/10/19,5055.55707,6173.48359,8271.6538,10559.12938,9022.92433
2017/6/22,13848.95277,2017/7/21,15904.27316,2017/8/14,18512.04132,2017/9/13,20017.51549,2017/10/20,20913.33724,,,2017/10/20,15365.29931,17075.47229,18836.33824,20925.98708,20913.33724,,2017/10/20,5002.67267,6097.65742,8258.2546,10366.32887,8913.33724
2017/6/23,13931.07134,2017/7/24,16146.78663,2017/8/15,18551.26712,2017/9/14,19915.03188,2017/10/23,20824.78913,,,2017/10/23,15399.06264,16979.60048,18833.46361,20942.80808,20824.78913,,2017/10/23,5036.436,6001.78561,8255.37997,10383.14987,8824.78913
2017/6/26,14160.73822,2017/7/25,16070.49865,2017/8/16,18654.83108,2017/9/15,19962.38081,2017/10/24,20840.76355,,,2017/10/24,15331.17982,16995.56932,18735.26104,20963.25066,20840.76355,,2017/10/24,4968.55318,6017.75445,8157.1774,10403.59245,8840.76355
2017/6/27,14225.65636,2017/7/26,16011.84763,2017/8/17,18729.35467,2017/9/18,20055.96175,2017/10/25,20811.4894,,,2017/10/25,15315.88014,16975.03248,18729.00092,20913.61816,20811.4894,,2017/10/25,4953.2535,5997.21761,8150.91728,10353.95995,8811.4894
2017/6/28,14033.90181,2017/7/27,16076.66583,2017/8/18,18583.46279,2017/9/19,20028.97965,2017/10/26,20868.64841,,,2017/10/26,15567.95646,16968.02947,18932.70186,21214.72648,20868.64841,,2017/10/26,5205.32982,5990.2146,8354.61822,10655.06827,8868.64841
2017/6/29,14107.01933,2017/7/28,16165.15841,2017/8/21,18591.43421,2017/9/20,20107.12255,2017/10/27,21208.7766,,,2017/10/27,15788.92015,17214.84534,19097.39388,21734.4932,21208.7766,,2017/10/27,5426.29351,6237.03047,8519.31024,11174.83499,9208.7766
2017/6/30,14108.59955,2017/7/31,16125.00779,2017/8/22,18415.84386,2017/9/21,20113.84495,2017/10/30,20965.07553,,,2017/10/30,15447.74167,17034.53218,18688.68804,21429.01851,20965.07553,,2017/10/30,5085.11503,6056.71731,8110.6044,10869.3603,8965.07553
2017/7/3,14108.59955,2017/8/1,16125.00779,2017/8/23,18489.7973,2017/9/22,20109.87748,2017/10/31,20837.78603,,,2017/10/31,15419.44084,16927.0786,18662.71772,21304.26786,20837.78603,,2017/10/31,5056.8142,5949.26373,8084.63408,10744.60965,8837.78603
2017/7/4,14015.47132,2017/8/2,16145.26633,2017/8/24,18366.48327,2017/9/25,20181.05936,2017/11/1,20837.78603,,,2017/11/1,15419.44084,16927.0786,18662.71772,21304.26786,20837.78603,,2017/11/1,5056.8142,5949.26373,8084.63408,10744.60965,8837.78603
2017/7/5,14132.13439,2017/8/3,15984.89664,2017/8/25,18556.4054,2017/9/26,20156.34093,2017/11/2,20882.53254,,,2017/11/2,15420.51521,16908.54951,18676.60149,21201.24256,20882.53254,,2017/11/2,5057.88857,5930.73464,8098.51785,10641.58435,8882.53254
2017/7/6,14132.51228,2017/8/4,16010.99384,2017/8/28,18691.22627,2017/9/27,20078.29388,2017/11/3,21016.24553,,,2017/11/3,15404.98491,16985.67291,18712.00816,21204.0545,21016.24553,,2017/11/3,5042.35827,6007.85804,8133.92452,10644.39629,9016.24553
2017/7/7,14032.86004,2017/8/7,16119.25461,2017/8/29,18509.23577,2017/9/28,20192.2515,2017/11/6,21429.62122,,,2017/11/6,15266.36362,17344.39605,18762.85703,21457.66685,21429.62122,,2017/11/6,4903.73698,6366.58118,8184.77339,10898.00864,9429.62122
2017/7/10,14027.5149,2017/8/8,16116.0291,2017/8/30,18550.97589,2017/9/29,20265.5552,2017/11/7,21422.81473,,,2017/11/7,15460.95221,17388.57132,18903.55954,21671.5899,21422.81473,,2017/11/7,5098.32557,6410.75645,8325.4759,11111.93169,9422.81473
2017/7/11,14243.00118,2017/8/9,16101.65129,2017/8/31,18517.31282,2017/10/9,20265.5552,2017/11/8,21395.0204,,,2017/11/8,15504.44723,17365.69052,18924.86335,21674.78437,21395.0204,,2017/11/8,5141.82059,6387.87565,8346.77971,11115.12616,9395.0204
2017/7/12,14321.05565,2017/8/10,16115.39263,2017/9/1,18517.31282,2017/10/10,20466.13071,2017/11/9,21428.79633,,,2017/11/9,15446.49627,17408.53782,18896.14346,21704.67616,21428.79633,,2017/11/9,5083.86963,6430.72295,8318.05982,11145.01795,9428.79633
2017/7/13,14563.55171,2017/8/11,15872.56456,2017/9/4,18611.86338,2017/10/11,20759.93688,2017/11/10,21856.97643,,,2017/11/10,15367.01889,17675.1038,18989.16576,21746.01927,21856.97643,,2017/11/10,5004.39225,6697.28893,8411.08212,11186.36106,9856.97643
2017/7/14,14672.88358,2017/8/14,15993.54681,2017/9/5,18722.26018,2017/10/12,20715.80387,2017/11/13,21870.23816,,,2017/11/13,15588.00658,17643.5212,19151.00496,21763.84986,21870.23816,,2017/11/13,5225.37994,6665.70633,8572.92132,11204.19165,9870.23816
2017/7/17,14808.10523,2017/8/15,16114.45253,2017/9/6,18613.93146,2017/10/13,20714.63938,2017/11/14,21522.60093,,,2017/11/14,15530.05361,17456.04692,18988.74951,21738.39705,21522.60093,,2017/11/14,5167.42697,6478.23205,8410.66587,11178.73884,9522.60093
2017/7/18,14693.77496,2017/8/16,16073.57379,2017/9/7,18444.81327,2017/10/16,20632.24687,2017/11/15,21666.06933,,,2017/11/15,15494.05152,17498.60098,19010.53194,21634.52645,21666.06933,,2017/11/15,5131.42488,6520.78611,8432.4483,11074.86824,9666.06933
2017/7/19,14838.26458,2017/8/17,16087.63686,2017/9/8,18402.93464,2017/10/17,20633.84321,2017/11/16,22076.30388,,,2017/11/16,15394.00523,17756.84555,19082.5744,21668.95869,22076.30388,,2017/11/16,5031.37859,6779.03068,8504.49076,11109.30048,10076.30388
2017/7/20,14827.18028,2017/8/18,16053.48317,2017/9/11,18414.72908,2017/10/18,20892.76522,2017/11/17,21759.12397,,,2017/11/17,15781.16759,17352.62988,19238.88457,21304.50288,21759.12397,,2017/11/17,5418.54095,6374.81501,8660.80093,10744.84467,9759.12397
2017/7/21,14707.78213,2017/8/21,16041.80682,2017/9/12,18508.39872,2017/10/19,21118.78759,2017/11/20,21659.4513,,,2017/11/20,16022.6117,17281.39777,19377.54479,21385.25237,21659.4513,,2017/11/20,5659.98506,6303.5829,8799.46115,10825.59416,9659.4513
2017/7/24,14894.06067,2017/8/22,16024.57726,2017/9/13,18510.8591,2017/10/20,20925.98708,2017/11/21,21903.20635,,,2017/11/21,16088.942,17420.15967,19510.26105,21433.73301,21903.20635,,2017/11/21,5726.31536,6442.3448,8932.17741,10874.0748,9903.20635
2017/7/25,14893.04803,2017/8/23,16181.50627,2017/9/14,18413.09826,2017/10/23,20942.80808,2017/11/22,21660.36236,,,2017/11/22,16453.92612,17350.67427,19692.86903,21769.19961,21660.36236,,2017/11/22,6091.29948,6372.8594,9114.78539,11209.5414,9660.36236
2017/7/26,14863.7937,2017/8/24,16102.75445,2017/9/15,18406.42204,2017/10/24,20963.25066,2017/11/23,20941.71882,,,2017/11/23,16194.88052,16781.98367,19246.8322,21208.60345,20941.71882,,2017/11/23,5832.25388,5804.1688,8668.74856,10648.94524,8941.71882
2017/7/27,14834.56563,2017/8/25,16419.19395,2017/9/18,18483.9838,2017/10/25,20913.61816,2017/11/24,20891.35617,,,2017/11/24,16232.47086,16746.84744,19256.05223,21208.85914,20891.35617,,2017/11/24,5869.84422,5769.03257,8677.96859,10649.20093,8891.35617
2017/7/28,14873.46297,2017/8/28,16482.10154,2017/9/19,18483.51981,2017/10/26,21214.72648,2017/11/27,20652.99573,,,2017/11/27,16115.85236,16547.36311,19085.35527,20981.18011,20652.99573,,2017/11/27,5753.22572,5569.54824,8507.27163,10421.5219,8652.99573
2017/7/31,14823.78358,2017/8/29,16480.24234,2017/9/20,18523.39178,2017/10/27,21734.4932,2017/11/28,20865.04382,,,2017/11/28,15910.4556,16757.91208,19016.054,21107.59524,20865.04382,,2017/11/28,5547.82896,5780.09721,8437.97036,10547.93703,8865.04382
2017/8/1,14823.78358,2017/8/30,16439.29982,2017/9/21,18585.69813,2017/10/30,21429.01851,2017/11/29,20578.68264,,,2017/11/29,15940.95975,16547.45415,18935.69618,20990.75029,20578.68264,,2017/11/29,5578.33311,5569.63928,8357.61254,10431.09208,8578.68264
2017/8/2,14693.49499,2017/8/31,16352.32682,2017/9/22,18594.05178,2017/10/31,21304.26786,2017/11/30,20442.17404,,,2017/11/30,15881.50503,16463.06258,18844.90388,20936.19289,20442.17404,,2017/11/30,5518.87839,5485.24771,8266.82024,10376.53468,8442.17404
2017/8/3,14651.38585,2017/9/1,16352.32682,2017/9/25,18674.42744,2017/11/1,21304.26786,2017/12/1,20442.17404,,,2017/12/1,15881.50503,16463.06258,18844.90388,20936.19289,20442.17404,,2017/12/1,5518.87839,5485.24771,8266.82024,10376.53468,8442.17404
2017/8/4,14896.75914,2017/9/4,16396.11336,2017/9/26,18604.73904,2017/11/2,21201.24256,2017/12/4,20412.15515,,,2017/12/4,16049.97442,16498.08721,18748.49412,21154.86547,20412.15515,,2017/12/4,5687.34778,5520.27234,8170.41048,10595.20726,8412.15515
2017/8/7,15073.23041,2017/9/5,16423.26246,2017/9/27,18498.20197,2017/11/3,21204.0545,2017/12/5,20457.26305,,,2017/12/5,15968.06524,16671.43756,18609.67388,21255.55591,20457.26305,,2017/12/5,5605.4386,5693.62269,8031.59024,10695.8977,8457.26305
2017/8/8,15100.76934,2017/9/6,16385.4738,2017/9/28,18573.65066,2017/11/6,21457.66685,2017/12/6,20447.9618,,,2017/12/6,15950.56287,16556.49259,18738.69821,21108.22698,20447.9618,,2017/12/6,5587.93623,5578.67772,8160.61457,10548.56877,8447.9618
2017/8/9,15293.07999,2017/9/7,16228.0893,2017/9/29,18642.72922,2017/11/7,21671.5899,2017/12/7,20472.30428,,,2017/12/7,15872.15573,16456.78723,18910.65467,20900.07322,20472.30428,,2017/12/7,5509.52909,5478.97236,8332.57103,10340.41501,8472.30428
2017/8/10,15375.00163,2017/9/8,16144.88504,2017/10/9,18642.72922,2017/11/8,21674.78437,2017/12/8,20524.2279,,,2017/12/8,16064.15741,16473.88074,18996.03178,21065.11851,20524.2279,,2017/12/8,5701.53077,5496.06587,8417.94814,10505.4603,8524.2279
2017/8/11,15160.13023,2017/9/11,16198.87393,2017/10/10,18764.88582,2017/11/9,21704.67616,2017/12/11,20698.99573,,,2017/12/11,16470.98702,16590.02176,19199.04257,21467.40131,20698.99573,,2017/12/11,6108.36038,5612.20689,8620.95893,10907.7431,8698.99573
2017/8/14,15408.52758,2017/9/12,16278.93496,2017/10/11,18867.68973,2017/11/10,21746.01927,2017/12/12,20434.11435,,,2017/12/12,16361.46727,16370.26421,18966.78013,21278.17131,20434.11435,,2017/12/12,5998.84063,5392.44934,8388.69649,10718.5131,8434.11435
2017/8/15,15419.81227,2017/9/13,16393.22623,2017/10/12,19005.0013,2017/11/13,21763.84986,2017/12/13,20603.91587,,,2017/12/13,16689.57073,16490.39298,19152.11113,21615.11263,20603.91587,,2017/12/13,6326.94409,5512.57811,8574.02749,11055.45442,8603.91587
2017/8/16,15463.90545,2017/9/14,16329.55135,2017/10/13,18962.67518,2017/11/14,21738.39705,2017/12/14,20570.31558,,,2017/12/14,16694.22481,16436.40783,19156.88133,21577.2412,20570.31558,,2017/12/14,6331.59817,5458.59296,8578.79769,11017.58299,8570.31558
2017/8/17,15464.27996,2017/9/15,16403.71359,2017/10/16,18890.7301,2017/11/15,21634.52645,2017/12/15,20457.79113,,,2017/12/15,16574.04846,16277.7809,19139.23517,21350.31399,20457.79113,,2017/12/15,6211.42182,5299.96603,8561.15153,10790.65578,8457.79113
