distribution=std,,freq=1,back=6,"w=[1/3,1/3,1/3]","money=[4000.00,4000.00,4000.00]",,,,ºı»•≥ı÷µ12000,,,
datetime,"quantiles=[.005, .1, .25, .5, .75, .975]","quantiles = [.01, .1, .4, .5, .6, .75, .9]","quantiles = [.1, .3, .5, .7, .9]",,,,,,datetime,"quantiles=[.005, .1, .25, .5, .75, .975]","quantiles = [.01, .1, .4, .5, .6, .75, .9]","quantiles = [.1, .3, .5, .7, .9]"
2016/6/7,17936.95742,18689.15015,16399.74661,,,,,,2016/6/7,5936.95742,6689.15015,4399.74661
2016/6/8,17942.95009,18657.14707,16515.22499,,,,,,2016/6/8,5942.95009,6657.14707,4515.22499
2016/6/13,17575.5388,18224.57766,16412.35282,,,,,,2016/6/13,5575.5388,6224.57766,4412.35282
2016/6/14,17632.74528,18320.41639,16368.81732,,,,,,2016/6/14,5632.74528,6320.41639,4368.81732
2016/6/15,17838.26199,18581.80249,16285.49898,,,,,,2016/6/15,5838.26199,6581.80249,4285.49898
2016/6/16,17794.74251,18538.92565,16227.24919,,,,,,2016/6/16,5794.74251,6538.92565,4227.24919
2016/6/17,17906.28798,18681.93136,16211.31244,,,,,,2016/6/17,5906.28798,6681.93136,4211.31244
2016/6/20,17914.31713,18667.86497,16299.62045,,,,,,2016/6/20,5914.31713,6667.86497,4299.62045
2016/6/21,17885.65223,18606.24683,16410.31015,,,,,,2016/6/21,5885.65223,6606.24683,4410.31015
2016/6/22,17999.94425,18743.15132,16422.1616,,,,,,2016/6/22,5999.94425,6743.15132,4422.1616
2016/6/23,18008.21709,18739.38442,16412.54171,,,,,,2016/6/23,6008.21709,6739.38442,4412.54171
2016/6/24,17744.90304,18469.84094,16163.1205,,,,,,2016/6/24,5744.90304,6469.84094,4163.1205
2016/6/27,18066.71733,18868.60887,16087.9637,,,,,,2016/6/27,6066.71733,6868.60887,4087.9637
2016/6/28,18094.25683,18908.29491,16056.48393,,,,,,2016/6/28,6094.25683,6908.29491,4056.48393
2016/6/29,18241.30613,19032.13478,16312.98177,,,,,,2016/6/29,6241.30613,7032.13478,4312.98177
2016/6/30,18214.92826,19041.38614,16141.07157,,,,,,2016/6/30,6214.92826,7041.38614,4141.07157
2016/7/1,18214.92826,19041.38614,16141.07157,,,,,,2016/7/1,6214.92826,7041.38614,4141.07157
2016/7/4,18608.47305,19494.19676,18429.93335,,,,,,2016/7/4,6608.47305,7494.19676,6429.93335
2016/7/5,18795.80351,19657.57509,18930.21098,,,,,,2016/7/5,6795.80351,7657.57509,6930.21098
2016/7/6,19330.56389,20026.37854,17681.01917,,,,,,2016/7/6,7330.56389,8026.37854,5681.01917
2016/7/7,19208.65957,19903.41079,17124.34121,,,,,,2016/7/7,7208.65957,7903.41079,5124.34121
2016/7/8,19152.52052,19836.98976,17577.04413,,,,,,2016/7/8,7152.52052,7836.98976,5577.04413
2016/7/11,19467.16371,20090.15054,17492.99511,,,,,,2016/7/11,7467.16371,8090.15054,5492.99511
2016/7/12,19846.82003,20418.97272,16830.27921,,,,,,2016/7/12,7846.82003,8418.97272,4830.27921
2016/7/13,19634.63463,20262.34144,17405.56178,,,,,,2016/7/13,7634.63463,8262.34144,5405.56178
2016/7/14,19650.11442,20281.71953,17667.80054,,,,,,2016/7/14,7650.11442,8281.71953,5667.80054
2016/7/15,19565.94462,20184.07762,16734.07906,,,,,,2016/7/15,7565.94462,8184.07762,4734.07906
2016/7/18,19423.98907,20097.69245,16449.78421,,,,,,2016/7/18,7423.98907,8097.69245,4449.78421
2016/7/19,19154.32643,19889.13634,17338.26306,,,,,,2016/7/19,7154.32643,7889.13634,5338.26306
2016/7/20,19124.14527,19826.97259,17015.89495,,,,,,2016/7/20,7124.14527,7826.97259,5015.89495
2016/7/21,19233.98518,19919.64915,16718.52753,,,,,,2016/7/21,7233.98518,7919.64915,4718.52753
2016/7/22,18974.26575,19711.11176,17379.44124,,,,,,2016/7/22,6974.26575,7711.11176,5379.44124
2016/7/25,19029.94065,19742.48015,16944.24365,,,,,,2016/7/25,7029.94065,7742.48015,4944.24365
2016/7/26,19407.01601,20051.34042,16548.04341,,,,,,2016/7/26,7407.01601,8051.34042,4548.04341
2016/7/27,18880.90239,19582.47277,15469.46123,,,,,,2016/7/27,6880.90239,7582.47277,3469.46123
2016/7/28,19039.27254,19670.27486,15194.53445,,,,,,2016/7/28,7039.27254,7670.27486,3194.53445
2016/7/29,18940.16996,19564.72942,14327.75538,,,,,,2016/7/29,6940.16996,7564.72942,2327.75538
2016/8/1,18940.16996,19564.72942,14327.75538,,,,,,2016/8/1,6940.16996,7564.72942,2327.75538
2016/8/2,18950.37835,19587.02663,14334.32901,,,,,,2016/8/2,6950.37835,7587.02663,2334.32901
2016/8/3,18922.80548,19588.80118,14369.89912,,,,,,2016/8/3,6922.80548,7588.80118,2369.89912
2016/8/4,18925.57868,19601.33736,14370.29535,,,,,,2016/8/4,6925.57868,7601.33736,2370.29535
2016/8/5,18960.75225,19606.94672,14374.21727,,,,,,2016/8/5,6960.75225,7606.94672,2374.21727
2016/8/8,19214.71806,19895.10582,14499.45219,,,,,,2016/8/8,7214.71806,7895.10582,2499.45219
2016/8/9,19275.29692,19999.89192,14684.52853,,,,,,2016/8/9,7275.29692,7999.89192,2684.52853
2016/8/10,19266.95877,19961.8197,14619.09656,,,,,,2016/8/10,7266.95877,7961.8197,2619.09656
2016/8/11,19287.75453,19943.09142,14626.67705,,,,,,2016/8/11,7287.75453,7943.09142,2626.67705
2016/8/12,19659.82725,20253.50317,14751.40256,,,,,,2016/8/12,7659.82725,8253.50317,2751.40256
2016/8/15,20103.51558,20694.96438,15033.05141,,,,,,2016/8/15,8103.51558,8694.96438,3033.05141
2016/8/16,19851.41307,20483.72672,14902.93936,,,,,,2016/8/16,7851.41307,8483.72672,2902.93936
2016/8/17,19890.00666,20542.6874,14934.63579,,,,,,2016/8/17,7890.00666,8542.6874,2934.63579
2016/8/18,19788.10252,20430.93155,14840.05392,,,,,,2016/8/18,7788.10252,8430.93155,2840.05392
2016/8/19,19812.31106,20440.19977,14812.69723,,,,,,2016/8/19,7812.31106,8440.19977,2812.69723
2016/8/22,19693.13456,20318.90143,14788.76534,,,,,,2016/8/22,7693.13456,8318.90143,2788.76534
2016/8/23,19726.47964,20333.12265,14769.63306,,,,,,2016/8/23,7726.47964,8333.12265,2769.63306
2016/8/24,19738.04433,20340.18407,14732.47998,,,,,,2016/8/24,7738.04433,8340.18407,2732.47998
2016/8/25,19659.53511,20239.02775,14641.11731,,,,,,2016/8/25,7659.53511,8239.02775,2641.11731
2016/8/26,19669.44608,20250.93896,14627.93165,,,,,,2016/8/26,7669.44608,8250.93896,2627.93165
2016/8/29,19591.76647,20165.88372,14526.2619,,,,,,2016/8/29,7591.76647,8165.88372,2526.2619
2016/8/30,19765.00267,20320.43313,14571.6828,,,,,,2016/8/30,7765.00267,8320.43313,2571.6828
2016/8/31,19789.27512,20356.70766,14650.06341,,,,,,2016/8/31,7789.27512,8356.70766,2650.06341
2016/9/1,19789.27512,20356.70766,14650.06341,,,,,,2016/9/1,7789.27512,8356.70766,2650.06341
2016/9/2,19641.78225,20226.8326,14530.83636,,,,,,2016/9/2,7641.78225,8226.8326,2530.83636
2016/9/5,19684.87437,20267.07863,14566.42195,,,,,,2016/9/5,7684.87437,8267.07863,2566.42195
2016/9/6,19838.09506,20387.17981,14676.05025,,,,,,2016/9/6,7838.09506,8387.17981,2676.05025
2016/9/7,19775.04401,20351.07865,14682.58007,,,,,,2016/9/7,7775.04401,8351.07865,2682.58007
2016/9/8,19751.84989,20335.72488,14680.05441,,,,,,2016/9/8,7751.84989,8335.72488,2680.05441
2016/9/9,19628.6353,20218.43301,14602.03856,,,,,,2016/9/9,7628.6353,8218.43301,2602.03856
2016/9/12,19092.51951,19695.47802,14172.62063,,,,,,2016/9/12,7092.51951,7695.47802,2172.62063
2016/9/13,19192.64778,19782.17275,14235.00565,,,,,,2016/9/13,7192.64778,7782.17275,2235.00565
2016/9/14,19106.29887,19664.34261,14113.17338,,,,,,2016/9/14,7106.29887,7664.34261,2113.17338
2016/9/19,19244.35266,19801.89545,14207.07435,,,,,,2016/9/19,7244.35266,7801.89545,2207.07435
2016/9/20,19160.14682,19708.80426,14093.5953,,,,,,2016/9/20,7160.14682,7708.80426,2093.5953
2016/9/21,19163.96133,19724.35931,14115.57287,,,,,,2016/9/21,7163.96133,7724.35931,2115.57287
2016/9/22,19309.31968,19853.53091,14174.67239,,,,,,2016/9/22,7309.31968,7853.53091,2174.67239
2016/9/23,19261.31196,19809.2435,14132.3361,,,,,,2016/9/23,7261.31196,7809.2435,2132.3361
2016/9/26,18813.65075,19374.67651,13745.37262,,,,,,2016/9/26,6813.65075,7374.67651,1745.37262
2016/9/27,18923.72541,19482.50596,13825.49505,,,,,,2016/9/27,6923.72541,7482.50596,1825.49505
2016/9/28,18856.76599,19413.70948,13795.34191,,,,,,2016/9/28,6856.76599,7413.70948,1795.34191
2016/9/29,18941.07565,19485.82586,13812.98271,,,,,,2016/9/29,6941.07565,7485.82586,1812.98271
2016/9/30,19102.24891,19620.60013,13906.62394,,,,,,2016/9/30,7102.24891,7620.60013,1906.62394
2016/10/10,19102.24891,19620.60013,13906.62394,,,,,,2016/10/10,7102.24891,7620.60013,1906.62394
2016/10/11,19176.42808,19717.59611,13940.39738,,,,,,2016/10/11,7176.42808,7717.59611,1940.39738
2016/10/12,19102.17823,19644.29843,13889.27331,,,,,,2016/10/12,7102.17823,7644.29843,1889.27331
2016/10/13,19086.66651,19631.87933,13868.94785,,,,,,2016/10/13,7086.66651,7631.87933,1868.94785
2016/10/14,19112.5688,19656.78281,13892.94785,,,,,,2016/10/14,7112.5688,7656.78281,1892.94785
2016/10/17,18970.10221,19506.90204,13800.96498,,,,,,2016/10/17,6970.10221,7506.90204,1800.96498
2016/10/18,19126.3445,19684.67542,13913.1628,,,,,,2016/10/18,7126.3445,7684.67542,1913.1628
2016/10/19,19137.42995,19702.11114,13913.10811,,,,,,2016/10/19,7137.42995,7702.11114,1913.10811
2016/10/20,19140.18166,19697.27042,13920.98633,,,,,,2016/10/20,7140.18166,7697.27042,1920.98633
2016/10/21,19187.96421,19731.65456,13953.37423,,,,,,2016/10/21,7187.96421,7731.65456,1953.37423
2016/10/24,19408.83818,19964.87039,14123.02201,,,,,,2016/10/24,7408.83818,7964.87039,2123.02201
2016/10/25,19391.16127,19968.24819,14137.63631,,,,,,2016/10/25,7391.16127,7968.24819,2137.63631
2016/10/26,19307.31023,19919.91274,14106.39927,,,,,,2016/10/26,7307.31023,7919.91274,2106.39927
2016/10/27,19290.67337,19904.54397,14082.93561,,,,,,2016/10/27,7290.67337,7904.54397,2082.93561
2016/10/28,19311.34007,19903.21642,14110.34018,,,,,,2016/10/28,7311.34007,7903.21642,2110.34018
2016/10/31,19258.66643,19856.21199,14081.02292,,,,,,2016/10/31,7258.66643,7856.21199,2081.02292
2016/11/1,19258.66643,19856.21199,14081.02292,,,,,,2016/11/1,7258.66643,7856.21199,2081.02292
2016/11/2,19104.42053,19702.20779,13967.3031,,,,,,2016/11/2,7104.42053,7702.20779,1967.3031
2016/11/3,19178.66609,19781.12978,14021.68003,,,,,,2016/11/3,7178.66609,7781.12978,2021.68003
2016/11/4,19095.19727,19692.54448,13946.3812,,,,,,2016/11/4,7095.19727,7692.54448,1946.3812
2016/11/7,19070.64258,19663.43327,13920.66075,,,,,,2016/11/7,7070.64258,7663.43327,1920.66075
2016/11/8,19222.38617,19811.17001,14027.38678,,,,,,2016/11/8,7222.38617,7811.17001,2027.38678
2016/11/9,19047.55693,19626.43223,13889.56156,,,,,,2016/11/9,7047.55693,7626.43223,1889.56156
2016/11/10,19252.03707,19838.7155,14047.10367,,,,,,2016/11/10,7252.03707,7838.7155,2047.10367
2016/11/11,19283.2461,19889.54386,14099.62903,,,,,,2016/11/11,7283.2461,7889.54386,2099.62903
2016/11/14,19260.39952,19892.93611,14110.40844,,,,,,2016/11/14,7260.39952,7892.93611,2110.40844
2016/11/15,19350.55152,19964.33381,14163.42084,,,,,,2016/11/15,7350.55152,7964.33381,2163.42084
2016/11/16,19279.4643,19895.64866,14106.51287,,,,,,2016/11/16,7279.4643,7895.64866,2106.51287
2016/11/17,19293.86303,19928.07603,14150.4504,,,,,,2016/11/17,7293.86303,7928.07603,2150.4504
2016/11/18,19186.38037,19819.04676,14059.20822,,,,,,2016/11/18,7186.38037,7819.04676,2059.20822
2016/11/21,19250.95027,19902.77459,14111.15904,,,,,,2016/11/21,7250.95027,7902.77459,2111.15904
2016/11/22,19325.1475,19990.14826,14167.23753,,,,,,2016/11/22,7325.1475,7990.14826,2167.23753
2016/11/23,19449.55755,20133.29542,14251.14014,,,,,,2016/11/23,7449.55755,8133.29542,2251.14014
2016/11/24,19474.84871,20117.56106,14218.61761,,,,,,2016/11/24,7474.84871,8117.56106,2218.61761
2016/11/25,19551.64831,20226.05271,14276.50684,,,,,,2016/11/25,7551.64831,8226.05271,2276.50684
2016/11/28,19558.5873,20233.54019,14287.176,,,,,,2016/11/28,7558.5873,8233.54019,2287.176
2016/11/29,19826.04894,20477.04621,14479.25524,,,,,,2016/11/29,7826.04894,8477.04621,2479.25524
2016/11/30,19613.80287,20268.4312,14332.80169,,,,,,2016/11/30,7613.80287,8268.4312,2332.80169
2016/12/1,19613.80287,20268.4312,14332.80169,,,,,,2016/12/1,7613.80287,8268.4312,2332.80169
2016/12/2,19489.76031,20102.01813,14204.01903,,,,,,2016/12/2,7489.76031,8102.01813,2204.01903
2016/12/5,19502.82058,20086.84893,14150.25476,,,,,,2016/12/5,7502.82058,8086.84893,2150.25476
2016/12/6,19454.34036,20067.39507,14173.737,,,,,,2016/12/6,7454.34036,8067.39507,2173.737
2016/12/7,19499.87828,20147.54373,14231.80144,,,,,,2016/12/7,7499.87828,8147.54373,2231.80144
2016/12/8,19602.19351,20220.01485,14306.68412,,,,,,2016/12/8,7602.19351,8220.01485,2306.68412
2016/12/9,19799.54638,20374.93068,14404.20221,,,,,,2016/12/9,7799.54638,8374.93068,2404.20221
2016/12/12,19560.58961,20021.67563,14130.55296,,,,,,2016/12/12,7560.58961,8021.67563,2130.55296
2016/12/13,19492.79989,20034.62185,14160.40724,,,,,,2016/12/13,7492.79989,8034.62185,2160.40724
2016/12/14,19554.81276,20080.92125,14166.19112,,,,,,2016/12/14,7554.81276,8080.92125,2166.19112
2016/12/15,19189.36218,19800.29821,13975.55954,,,,,,2016/12/15,7189.36218,7800.29821,1975.55954
2016/12/16,19065.03798,19683.50162,13921.42231,,,,,,2016/12/16,7065.03798,7683.50162,1921.42231
2016/12/19,18995.78309,19627.86583,13893.80897,,,,,,2016/12/19,6995.78309,7627.86583,1893.80897
2016/12/20,18818.93683,19449.13854,13774.20934,,,,,,2016/12/20,6818.93683,7449.13854,1774.20934
2016/12/21,18986.7738,19646.21742,13894.91195,,,,,,2016/12/21,6986.7738,7646.21742,1894.91195
2016/12/22,18905.08579,19567.11213,13833.03084,,,,,,2016/12/22,6905.08579,7567.11213,1833.03084
2016/12/23,18791.11367,19433.78367,13714.42934,,,,,,2016/12/23,6791.11367,7433.78367,1714.42934
2016/12/26,18853.21759,19499.68058,13762.41973,,,,,,2016/12/26,6853.21759,7499.68058,1762.41973
2016/12/27,18779.46319,19430.91131,13727.22432,,,,,,2016/12/27,6779.46319,7430.91131,1727.22432
2016/12/28,18713.96893,19360.25874,13675.31163,,,,,,2016/12/28,6713.96893,7360.25874,1675.31163
2016/12/29,18694.61281,19339.91797,13670.52346,,,,,,2016/12/29,6694.61281,7339.91797,1670.52346
2016/12/30,18786.43178,19434.58468,13761.26862,,,,,,2016/12/30,6786.43178,7434.58468,1761.26862
2017/1/3,18786.43178,19434.58468,13761.26862,,,,,,2017/1/3,6786.43178,7434.58468,1761.26862
2017/1/4,19102.57495,19714.05089,13923.54369,,,,,,2017/1/4,7102.57495,7714.05089,1923.54369
2017/1/5,19120.33826,19754.65071,14004.43371,,,,,,2017/1/5,7120.33826,7754.65071,2004.43371
2017/1/6,19053.67437,19684.37386,13964.44849,,,,,,2017/1/6,7053.67437,7684.37386,1964.44849
2017/1/9,19279.11471,19957.53808,14279.44272,,,,,,2017/1/9,7279.11471,7957.53808,2279.44272
2017/1/10,19184.22919,19836.13333,14130.24378,,,,,,2017/1/10,7184.22919,7836.13333,2130.24378
2017/1/11,19052.82329,19730.01614,14101.26169,,,,,,2017/1/11,7052.82329,7730.01614,2101.26169
2017/1/12,18906.65103,19573.71655,13952.05707,,,,,,2017/1/12,6906.65103,7573.71655,1952.05707
2017/1/13,18754.00833,19431.04678,13816.42728,,,,,,2017/1/13,6754.00833,7431.04678,1816.42728
2017/1/16,18518.87884,19210.59283,13596.17349,,,,,,2017/1/16,6518.87884,7210.59283,1596.17349
2017/1/17,18733.54715,19417.35684,13777.63593,,,,,,2017/1/17,6733.54715,7417.35684,1777.63593
2017/1/18,18826.85649,19491.63917,13781.22299,,,,,,2017/1/18,6826.85649,7491.63917,1781.22299
2017/1/19,18734.12627,19395.97764,13693.92966,,,,,,2017/1/19,6734.12627,7395.97764,1693.92966
2017/1/20,18890.48042,19562.51797,13838.33654,,,,,,2017/1/20,6890.48042,7562.51797,1838.33654
2017/1/23,19025.9755,19717.89307,14017.78882,,,,,,2017/1/23,7025.9755,7717.89307,2017.78882
2017/1/24,19012.63022,19706.56398,13973.65002,,,,,,2017/1/24,7012.63022,7706.56398,1973.65002
2017/1/25,19035.84914,19734.38025,14007.24973,,,,,,2017/1/25,7035.84914,7734.38025,2007.24973
2017/1/26,19072.74512,19794.91774,14078.09644,,,,,,2017/1/26,7072.74512,7794.91774,2078.09644
2017/2/3,19072.74512,19794.91774,14078.09644,,,,,,2017/2/3,7072.74512,7794.91774,2078.09644
2017/2/6,19103.0141,19840.8647,14108.88473,,,,,,2017/2/6,7103.0141,7840.8647,2108.88473
2017/2/7,19035.16781,19766.72117,14065.62915,,,,,,2017/2/7,7035.16781,7766.72117,2065.62915
2017/2/8,19164.11521,19920.0217,14157.37345,,,,,,2017/2/8,7164.11521,7920.0217,2157.37345
2017/2/9,19229.0585,20000.60322,14218.58059,,,,,,2017/2/9,7229.0585,8000.60322,2218.58059
2017/2/10,19262.83549,20017.98364,14238.87529,,,,,,2017/2/10,7262.83549,8017.98364,2238.87529
2017/2/13,19424.50726,20202.10336,14384.01615,,,,,,2017/2/13,7424.50726,8202.10336,2384.01615
2017/2/14,19355.97075,20135.86721,14339.9859,,,,,,2017/2/14,7355.97075,8135.86721,2339.9859
2017/2/15,19404.96554,20136.58679,14346.16904,,,,,,2017/2/15,7404.96554,8136.58679,2346.16904
2017/2/16,19457.78865,20191.38186,14379.69307,,,,,,2017/2/16,7457.78865,8191.38186,2379.69307
2017/2/17,19384.57936,20150.53143,14345.34367,,,,,,2017/2/17,7384.57936,8150.53143,2345.34367
2017/2/20,19695.90075,20480.28815,14599.11794,,,,,,2017/2/20,7695.90075,8480.28815,2599.11794
2017/2/21,19705.00401,20489.38283,14601.67137,,,,,,2017/2/21,7705.00401,8489.38283,2601.67137
2017/2/22,19700.72177,20505.82536,14629.09651,,,,,,2017/2/22,7700.72177,8505.82536,2629.09651
2017/2/23,19624.53382,20410.85669,14566.25387,,,,,,2017/2/23,7624.53382,8410.85669,2566.25387
2017/2/24,19650.71837,20448.38909,14580.8632,,,,,,2017/2/24,7650.71837,8448.38909,2580.8632
2017/2/27,19491.22626,20261.08451,14447.4891,,,,,,2017/2/27,7491.22626,8261.08451,2447.4891
2017/2/28,19532.74456,20302.0511,14471.4461,,,,,,2017/2/28,7532.74456,8302.0511,2471.4461
2017/3/1,19532.74456,20302.0511,14471.4461,,,,,,2017/3/1,7532.74456,8302.0511,2471.4461
2017/3/2,19450.20375,20206.32116,14404.78363,,,,,,2017/3/2,7450.20375,8206.32116,2404.78363
2017/3/3,19501.01458,20260.24821,14448.81846,,,,,,2017/3/3,7501.01458,8260.24821,2448.81846
2017/3/6,19678.83133,20450.71295,14591.68629,,,,,,2017/3/6,7678.83133,8450.71295,2591.68629
2017/3/7,19856.38089,20600.8465,14702.18292,,,,,,2017/3/7,7856.38089,8600.8465,2702.18292
2017/3/8,19840.73582,20596.25953,14699.55568,,,,,,2017/3/8,7840.73582,8596.25953,2699.55568
2017/3/9,19695.90643,20434.27158,14583.67659,,,,,,2017/3/9,7695.90643,8434.27158,2583.67659
2017/3/10,19679.26365,20405.62918,14563.70957,,,,,,2017/3/10,7679.26365,8405.62918,2563.70957
2017/3/13,19878.90866,20602.90266,14707.19416,,,,,,2017/3/13,7878.90866,8602.90266,2707.19416
2017/3/14,19817.59253,20547.48051,14665.16234,,,,,,2017/3/14,7817.59253,8547.48051,2665.16234
2017/3/15,19825.58008,20543.70712,14663.35367,,,,,,2017/3/15,7825.58008,8543.70712,2663.35367
2017/3/16,19897.48064,20635.65107,14729.0485,,,,,,2017/3/16,7897.48064,8635.65107,2729.0485
2017/3/17,19750.71018,20462.11221,14608.16776,,,,,,2017/3/17,7750.71018,8462.11221,2608.16776
2017/3/20,19843.75095,20537.487,14668.7735,,,,,,2017/3/20,7843.75095,8537.487,2668.7735
2017/3/21,20114.13438,20776.04945,14851.87302,,,,,,2017/3/21,8114.13438,8776.04945,2851.87302
2017/3/22,20055.92394,20689.84934,14798.28526,,,,,,2017/3/22,8055.92394,8689.84934,2798.28526
2017/3/23,20065.1831,20715.76576,14813.37036,,,,,,2017/3/23,8065.1831,8715.76576,2813.37036
2017/3/24,20079.99114,20742.57761,14830.2379,,,,,,2017/3/24,8079.99114,8742.57761,2830.2379
2017/3/27,19976.33825,20669.49537,14768.34633,,,,,,2017/3/27,7976.33825,8669.49537,2768.34633
2017/3/28,19916.09391,20603.30584,14721.19588,,,,,,2017/3/28,7916.09391,8603.30584,2721.19588
2017/3/29,19892.37457,20574.8306,14702.11912,,,,,,2017/3/29,7892.37457,8574.8306,2702.11912
2017/3/30,19648.57675,20308.24299,14502.74522,,,,,,2017/3/30,7648.57675,8308.24299,2502.74522
2017/3/31,19859.02059,20552.6469,14677.83726,,,,,,2017/3/31,7859.02059,8552.6469,2677.83726
2017/4/5,19859.02059,20552.6469,14677.83726,,,,,,2017/4/5,7859.02059,8552.6469,2677.83726
2017/4/6,19806.80316,20503.63788,14646.73108,,,,,,2017/4/6,7806.80316,8503.63788,2646.73108
2017/4/7,19840.59928,20543.82027,14658.39916,,,,,,2017/4/7,7840.59928,8543.82027,2658.39916
2017/4/10,19742.23075,20441.47052,14561.7043,,,,,,2017/4/10,7742.23075,8441.47052,2561.7043
2017/4/11,19937.38853,20684.14447,14694.2224,,,,,,2017/4/11,7937.38853,8684.14447,2694.2224
2017/4/12,19861.77327,20608.04874,14664.38723,,,,,,2017/4/12,7861.77327,8608.04874,2664.38723
2017/4/13,19782.91793,20539.19367,14648.38177,,,,,,2017/4/13,7782.91793,8539.19367,2648.38177
2017/4/14,19630.67054,20378.30361,14525.26569,,,,,,2017/4/14,7630.67054,8378.30361,2525.26569
2017/4/17,19477.55684,20195.64883,14419.24771,,,,,,2017/4/17,7477.55684,8195.64883,2419.24771
2017/4/18,19331.97905,20076.52309,14382.09931,,,,,,2017/4/18,7331.97905,8076.52309,2382.09931
2017/4/19,19132.80483,19867.31052,14253.34186,,,,,,2017/4/19,7132.80483,7867.31052,2253.34186
2017/4/20,19144.27886,19912.74279,14336.20619,,,,,,2017/4/20,7144.27886,7912.74279,2336.20619
2017/4/21,19166.50444,19890.76999,14286.04371,,,,,,2017/4/21,7166.50444,7890.76999,2286.04371
2017/4/24,18964.50097,19639.12128,14090.57544,,,,,,2017/4/24,6964.50097,7639.12128,2090.57544
2017/4/25,19156.69109,19871.94157,14282.56761,,,,,,2017/4/25,7156.69109,7871.94157,2282.56761
2017/4/26,19010.84031,19710.5742,14183.38178,,,,,,2017/4/26,7010.84031,7710.5742,2183.38178
2017/4/27,19010.51456,19697.37801,14185.00969,,,,,,2017/4/27,7010.51456,7697.37801,2185.00969
2017/4/28,18977.07555,19648.41025,14103.69478,,,,,,2017/4/28,6977.07555,7648.41025,2103.69478
2017/5/2,18977.07555,19648.41025,14103.69478,,,,,,2017/5/2,6977.07555,7648.41025,2103.69478
2017/5/3,19011.77366,19679.8111,14131.73336,,,,,,2017/5/3,7011.77366,7679.8111,2131.73336
2017/5/4,18834.81551,19474.43778,13943.12981,,,,,,2017/5/4,6834.81551,7474.43778,1943.12981
2017/5/5,18590.47402,19198.12018,13688.54513,,,,,,2017/5/5,6590.47402,7198.12018,1688.54513
2017/5/8,18124.80114,18697.00113,13257.29027,,,,,,2017/5/8,6124.80114,6697.00113,1257.29027
2017/5/9,18183.12993,18771.85994,13336.45411,,,,,,2017/5/9,6183.12993,6771.85994,1336.45411
2017/5/10,17938.08326,18496.44363,13079.37163,,,,,,2017/5/10,5938.08326,6496.44363,1079.37163
2017/5/11,18006.7328,18573.75689,13136.58494,,,,,,2017/5/11,6006.7328,6573.75689,1136.58494
2017/5/12,18011.83165,18588.75465,13117.47024,,,,,,2017/5/12,6011.83165,6588.75465,1117.47024
2017/5/15,18144.87478,18700.08846,13169.84112,,,,,,2017/5/15,6144.87478,6700.08846,1169.84112
2017/5/16,18467.01426,19007.35758,13389.39572,,,,,,2017/5/16,6467.01426,7007.35758,1389.39572
2017/5/17,18401.35231,18957.04405,13388.17188,,,,,,2017/5/17,6401.35231,6957.04405,1388.17188
2017/5/18,18339.64873,18876.94251,13310.10112,,,,,,2017/5/18,6339.64873,6876.94251,1310.10112
2017/5/19,18462.70597,18983.12682,13364.58615,,,,,,2017/5/19,6462.70597,6983.12682,1364.58615
2017/5/22,18332.54165,18838.29634,13229.27138,,,,,,2017/5/22,6332.54165,6838.29634,1229.27138
2017/5/23,18220.30059,18678.86945,13008.11044,,,,,,2017/5/23,6220.30059,6678.86945,1008.11044
2017/5/24,18170.44239,18646.3302,13012.09568,,,,,,2017/5/24,6170.44239,6646.3302,1012.09568
2017/5/25,18380.3478,18889.89738,13186.54504,,,,,,2017/5/25,6380.3478,6889.89738,1186.54504
2017/5/26,18384.38879,18887.94873,13181.85855,,,,,,2017/5/26,6384.38879,6887.94873,1181.85855
2017/5/31,18336.28864,18850.98904,13166.26634,,,,,,2017/5/31,6336.28864,6850.98904,1166.26634
2017/6/1,18336.28864,18850.98904,13166.26634,,,,,,2017/6/1,6336.28864,6850.98904,1166.26634
2017/6/2,18301.29771,18810.35942,13124.98374,,,,,,2017/6/2,6301.29771,6810.35942,1124.98374
2017/6/5,18129.95381,18636.29742,13005.9723,,,,,,2017/6/5,6129.95381,6636.29742,1005.9723
2017/6/6,18226.18042,18740.85121,13090.53561,,,,,,2017/6/6,6226.18042,6740.85121,1090.53561
2017/6/7,18463.5227,18993.57163,13286.67719,,,,,,2017/6/7,6463.5227,6993.57163,1286.67719
2017/6/8,18548.24387,19096.35036,13394.88747,,,,,,2017/6/8,6548.24387,7096.35036,1394.88747
2017/6/9,18630.36683,19183.36778,13461.88169,,,,,,2017/6/9,6630.36683,7183.36778,1461.88169
2017/6/12,18568.22082,19139.41434,13478.33945,,,,,,2017/6/12,6568.22082,7139.41434,1478.33945
2017/6/13,18571.44542,19144.29327,13484.09423,,,,,,2017/6/13,6571.44542,7144.29327,1484.09423
2017/6/14,18384.77946,18952.18043,13347.23757,,,,,,2017/6/14,6384.77946,6952.18043,1347.23757
2017/6/15,18274.04825,18828.21508,13235.77507,,,,,,2017/6/15,6274.04825,6828.21508,1235.77507
2017/6/16,18264.97679,18810.11892,13201.9237,,,,,,2017/6/16,6264.97679,6810.11892,1201.9237
2017/6/19,18421.00245,18967.58136,13303.3991,,,,,,2017/6/19,6421.00245,6967.58136,1303.3991
