distribution=std,,freq=1,back=6,"w=[1/3,1/3,1/3]","money=[4000.00,4000.00,4000.00]",,,,ºı»•≥ı÷µ12000,,,
datetime,"quantiles=[.005, .1, .25, .5, .75, .975]","quantiles = [.01, .1, .4, .5, .6, .75, .9]","quantiles = [.1, .3, .5, .7, .9]",,,,,,datetime,"quantiles=[.005, .1, .25, .5, .75, .975]","quantiles = [.01, .1, .4, .5, .6, .75, .9]","quantiles = [.1, .3, .5, .7, .9]"
2013/7/17,11122.35336,11695.89041,12626.2118,,,,,,2013/7/17,-877.64664,-304.10959,626.2118
2013/7/18,11023.38594,11589.69332,12611.33344,,,,,,2013/7/18,-976.61406,-410.30668,611.33344
2013/7/19,10724.70847,11274.67826,12215.75163,,,,,,2013/7/19,-1275.29153,-725.32174,215.75163
2013/7/22,10776.23577,11324.77159,12320.78034,,,,,,2013/7/22,-1223.76423,-675.22841,320.78034
2013/7/23,11024.13654,11576.09953,12521.81713,,,,,,2013/7/23,-975.86346,-423.90047,521.81713
2013/7/24,10990.74032,11536.18918,12542.36151,,,,,,2013/7/24,-1009.25968,-463.81082,542.36151
2013/7/25,11005.804,11535.3673,12418.75515,,,,,,2013/7/25,-994.196,-464.6327,418.75515
2013/7/26,10842.42895,11362.50533,12144.14744,,,,,,2013/7/26,-1157.57105,-637.49467,144.14744
2013/7/29,10600.97429,11104.24764,11824.7846,,,,,,2013/7/29,-1399.02571,-895.75236,-175.2154
2013/7/30,10644.60655,11151.51759,11826.12985,,,,,,2013/7/30,-1355.39345,-848.48241,-173.87015
2013/7/31,10589.60633,11112.16708,11928.49184,,,,,,2013/7/31,-1410.39367,-887.83292,-71.50816
2013/8/1,10589.60633,11112.16708,11928.49184,,,,,,2013/8/1,-1410.39367,-887.83292,-71.50816
2013/8/2,10640.06292,11172.13134,12003.78531,,,,,,2013/8/2,-1359.93708,-827.86866,3.78531
2013/8/5,10759.09107,11298.41911,12136.6661,,,,,,2013/8/5,-1240.90893,-701.58089,136.6661
2013/8/6,10754.35241,11295.97959,12138.85777,,,,,,2013/8/6,-1245.64759,-704.02041,138.85777
2013/8/7,10756.90946,11297.50203,12127.53053,,,,,,2013/8/7,-1243.09054,-702.49797,127.53053
2013/8/8,10693.94899,11232.6956,12082.18414,,,,,,2013/8/8,-1306.05101,-767.3044,82.18414
2013/8/9,10705.00927,11243.96459,12083.34216,,,,,,2013/8/9,-1294.99073,-756.03541,83.34216
2013/8/12,10984.72506,11531.22126,12393.15306,,,,,,2013/8/12,-1015.27494,-468.77874,393.15306
2013/8/13,11060.45221,11599.25582,12417.10677,,,,,,2013/8/13,-939.54779,-400.74418,417.10677
2013/8/14,10998.88905,11530.40263,12321.52793,,,,,,2013/8/14,-1001.11095,-469.59737,321.52793
2013/8/15,10897.52718,11432.06532,12260.18848,,,,,,2013/8/15,-1102.47282,-567.93468,260.18848
2013/8/16,10851.29546,11372.40273,12181.41959,,,,,,2013/8/16,-1148.70454,-627.59727,181.41959
2013/8/19,11008.42151,11534.3225,12351.02337,,,,,,2013/8/19,-991.57849,-465.6775,351.02337
2013/8/20,10995.22862,11519.8098,12343.18981,,,,,,2013/8/20,-1004.77138,-480.1902,343.18981
2013/8/21,10965.08845,11491.51234,12310.11396,,,,,,2013/8/21,-1034.91155,-508.48766,310.11396
2013/8/22,10942.65292,11468.59529,12293.74119,,,,,,2013/8/22,-1057.34708,-531.40471,293.74119
2013/8/23,10836.85313,11358.18469,12158.84056,,,,,,2013/8/23,-1163.14687,-641.81531,158.84056
2013/8/26,11021.66998,11547.89415,12342.5092,,,,,,2013/8/26,-978.33002,-452.10585,342.5092
2013/8/27,11095.67945,11623.64091,12382.91108,,,,,,2013/8/27,-904.32055,-376.35909,382.91108
2013/8/28,11188.12198,11698.17733,12257.79132,,,,,,2013/8/28,-811.87802,-301.82267,257.79132
2013/8/29,11090.04457,11600.90278,12224.3506,,,,,,2013/8/29,-909.95543,-399.09722,224.3506
2013/8/30,11053.04949,11560.2132,12187.5154,,,,,,2013/8/30,-946.95051,-439.7868,187.5154
2013/9/2,11053.04949,11560.2132,12187.5154,,,,,,2013/9/2,-946.95051,-439.7868,187.5154
2013/9/3,11189.0619,11698.46829,12248.46939,,,,,,2013/9/3,-810.9381,-301.53171,248.46939
2013/9/4,11277.08279,11802.24526,12506.72456,,,,,,2013/9/4,-722.91721,-197.75474,506.72456
2013/9/5,11367.72914,11866.89111,12402.3676,,,,,,2013/9/5,-632.27086,-133.10889,402.3676
2013/9/6,11447.57558,11990.81804,12781.00266,,,,,,2013/9/6,-552.42442,-9.18196,781.00266
2013/9/9,11678.65,12297.9172,13116.32706,,,,,,2013/9/9,-321.35,297.9172,1116.32706
2013/9/10,11731.25129,12350.35107,13163.64403,,,,,,2013/9/10,-268.74871,350.35107,1163.64403
2013/9/11,11677.85096,12274.6301,12934.25073,,,,,,2013/9/11,-322.14904,274.6301,934.25073
2013/9/12,11706.74515,12349.94785,13080.92859,,,,,,2013/9/12,-293.25485,349.94785,1080.92859
2013/9/13,11826.87359,12436.61253,13137.23836,,,,,,2013/9/13,-173.12641,436.61253,1137.23836
2013/9/16,11791.90648,12423.65526,13309.83297,,,,,,2013/9/16,-208.09352,423.65526,1309.83297
2013/9/17,11575.38501,12199.29416,13151.39697,,,,,,2013/9/17,-424.61499,199.29416,1151.39697
2013/9/18,11594.08142,12213.03082,13135.58695,,,,,,2013/9/18,-405.91858,213.03082,1135.58695
2013/9/23,11718.8425,12332.14999,13226.6505,,,,,,2013/9/23,-281.1575,332.14999,1226.6505
2013/9/24,11782.31768,12367.29392,13323.45859,,,,,,2013/9/24,-217.68232,367.29392,1323.45859
2013/9/25,11693.90731,12275.88052,13222.43491,,,,,,2013/9/25,-306.09269,275.88052,1222.43491
2013/9/26,11623.46851,12156.70849,12868.96293,,,,,,2013/9/26,-376.53149,156.70849,868.96293
2013/9/27,11604.58663,12125.95452,12705.46862,,,,,,2013/9/27,-395.41337,125.95452,705.46862
2013/9/30,11687.27922,12208.42881,12793.53034,,,,,,2013/9/30,-312.72078,208.42881,793.53034
2013/10/8,11687.27922,12208.42881,12793.53034,,,,,,2013/10/8,-312.72078,208.42881,793.53034
2013/10/9,11792.45218,12316.34444,12895.88807,,,,,,2013/10/9,-207.54782,316.34444,895.88807
2013/10/10,11668.23338,12202.21944,12797.83294,,,,,,2013/10/10,-331.76662,202.21944,797.83294
2013/10/11,11853.1445,12384.36063,12992.439,,,,,,2013/10/11,-146.8555,384.36063,992.439
2013/10/14,11835.52579,12390.41782,13046.4904,,,,,,2013/10/14,-164.47421,390.41782,1046.4904
2013/10/15,11744.14653,12319.70608,13096.69037,,,,,,2013/10/15,-255.85347,319.70608,1096.69037
2013/10/16,11518.90134,12082.0869,12937.01781,,,,,,2013/10/16,-481.09866,82.0869,937.01781
2013/10/17,11467.0465,12030.80743,12898.91856,,,,,,2013/10/17,-532.9535,30.80743,898.91856
2013/10/18,11594.03701,12165.40271,12992.16241,,,,,,2013/10/18,-405.96299,165.40271,992.16241
2013/10/21,11771.23648,12372.12403,13322.92279,,,,,,2013/10/21,-228.76352,372.12403,1322.92279
2013/10/22,11631.32759,12230.00136,13187.131,,,,,,2013/10/22,-368.67241,230.00136,1187.131
2013/10/23,11508.3866,12066.81024,12950.59861,,,,,,2013/10/23,-491.6134,66.81024,950.59861
2013/10/24,11438.05153,11988.01923,12833.07071,,,,,,2013/10/24,-561.94847,-11.98077,833.07071
2013/10/25,11300.08854,11808.53687,12577.18017,,,,,,2013/10/25,-699.91146,-191.46313,577.18017
2013/10/28,11300.56462,11791.19746,12402.46453,,,,,,2013/10/28,-699.43538,-208.80254,402.46453
2013/10/29,11262.8994,11716.55295,12388.91774,,,,,,2013/10/29,-737.1006,-283.44705,388.91774
2013/10/30,11446.86136,11912.54839,12534.22402,,,,,,2013/10/30,-553.13864,-87.45161,534.22402
2013/10/31,11267.39058,11725.44607,12288.69444,,,,,,2013/10/31,-732.60942,-274.55393,288.69444
2013/11/1,11267.39058,11725.44607,12288.69444,,,,,,2013/11/1,-732.60942,-274.55393,288.69444
2013/11/4,11296.26208,11743.94018,12291.30893,,,,,,2013/11/4,-703.73792,-256.05982,291.30893
2013/11/5,11311.41623,11751.60834,12289.56508,,,,,,2013/11/5,-688.58377,-248.39166,289.56508
2013/11/6,11239.69476,11670.40608,12223.64546,,,,,,2013/11/6,-760.30524,-329.59392,223.64546
2013/11/7,11058.42101,11505.4439,12087.30529,,,,,,2013/11/7,-941.57899,-494.5561,87.30529
2013/11/8,10926.16324,11370.18399,11936.54,,,,,,2013/11/8,-1073.83676,-629.81601,-63.46
2013/11/11,11117.53736,11532.68295,11932.28367,,,,,,2013/11/11,-882.46264,-467.31705,-67.71633
2013/11/12,11392.64119,11794.49838,12107.68705,,,,,,2013/11/12,-607.35881,-205.50162,107.68705
2013/11/13,11236.57895,11647.49781,12192.38504,,,,,,2013/11/13,-763.42105,-352.50219,192.38504
2013/11/14,11457.36075,11904.28264,12852.7191,,,,,,2013/11/14,-542.63925,-95.71736,852.7191
2013/11/15,11643.31537,12113.06552,13218.54526,,,,,,2013/11/15,-356.68463,113.06552,1218.54526
2013/11/18,11928.66395,12447.09138,13751.72381,,,,,,2013/11/18,-71.33605,447.09138,1751.72381
2013/11/19,11786.3219,12302.32451,13641.32854,,,,,,2013/11/19,-213.6781,302.32451,1641.32854
2013/11/20,11923.03563,12498.84192,14327.41931,,,,,,2013/11/20,-76.96437,498.84192,2327.41931
2013/11/21,11741.08855,12303.51657,13990.49196,,,,,,2013/11/21,-258.91145,303.51657,1990.49196
2013/11/22,11722.00364,12292.80336,14073.01532,,,,,,2013/11/22,-277.99636,292.80336,2073.01532
2013/11/25,11740.37899,12332.77378,14338.79011,,,,,,2013/11/25,-259.62101,332.77378,2338.79011
2013/11/26,11716.35684,12309.42436,14327.42185,,,,,,2013/11/26,-283.64316,309.42436,2327.42185
2013/11/27,11870.93878,12502.21859,14836.07282,,,,,,2013/11/27,-129.06122,502.21859,2836.07282
2013/11/28,12003.57232,12596.93848,14647.09758,,,,,,2013/11/28,3.57232,596.93848,2647.09758
2013/11/29,12086.94284,12721.38634,15127.96371,,,,,,2013/11/29,86.94284,721.38634,3127.96371
2013/12/2,12086.94284,12721.38634,15127.96371,,,,,,2013/12/2,86.94284,721.38634,3127.96371
2013/12/3,12208.31451,12873.03856,15262.14681,,,,,,2013/12/3,208.31451,873.03856,3262.14681
2013/12/4,12295.31856,12968.61852,15390.97905,,,,,,2013/12/4,295.31856,968.61852,3390.97905
2013/12/5,12185.31774,12853.24935,15285.62278,,,,,,2013/12/5,185.31774,853.24935,3285.62278
2013/12/6,12079.95043,12748.14264,15246.56053,,,,,,2013/12/6,79.95043,748.14264,3246.56053
2013/12/9,12117.3453,12799.04542,15244.25496,,,,,,2013/12/9,117.3453,799.04542,3244.25496
2013/12/10,12056.11332,12731.44852,15255.55604,,,,,,2013/12/10,56.11332,731.44852,3255.55604
2013/12/11,11901.90107,12575.65889,15066.36156,,,,,,2013/12/11,-98.09893,575.65889,3066.36156
2013/12/12,11860.83239,12537.24197,15021.84128,,,,,,2013/12/12,-139.16761,537.24197,3021.84128
2013/12/13,11811.05027,12491.72805,14971.3355,,,,,,2013/12/13,-188.94973,491.72805,2971.3355
2013/12/16,11626.88013,12286.68719,14779.78795,,,,,,2013/12/16,-373.11987,286.68719,2779.78795
2013/12/17,11699.72693,12364.1567,14763.44717,,,,,,2013/12/17,-300.27307,364.1567,2763.44717
2013/12/18,11616.17986,12273.96392,14757.39207,,,,,,2013/12/18,-383.82014,273.96392,2757.39207
2013/12/19,11433.35896,12086.88804,14581.8154,,,,,,2013/12/19,-566.64104,86.88804,2581.8154
2013/12/20,11191.25507,11853.84291,14319.23104,,,,,,2013/12/20,-808.74493,-146.15709,2319.23104
2013/12/23,11295.37895,11954.31389,14310.08528,,,,,,2013/12/23,-704.62105,-45.68611,2310.08528
2013/12/24,11302.04145,11966.15272,14305.91997,,,,,,2013/12/24,-697.95855,-33.84728,2305.91997
2013/12/25,11389.2472,12065.97017,14397.75764,,,,,,2013/12/25,-610.7528,65.97017,2397.75764
2013/12/26,11233.881,11903.84363,14212.92336,,,,,,2013/12/26,-766.119,-96.15637,2212.92336
2013/12/27,11502.77478,12182.83206,14424.21538,,,,,,2013/12/27,-497.22522,182.83206,2424.21538
2013/12/30,11472.94045,12153.81672,14406.7092,,,,,,2013/12/30,-527.05955,153.81672,2406.7092
